originalid,motherage,parentincome,fatherhighgrade,motherhighgrade
2351,25,-3,12,12
2352,27,40200,16,16
2353,40,-3,12,12
2354,20,-3,-3,12
2355,30,-3,16,12
2356,31,29500,8,12
2357,17,-4,9,10
2358,19,-4,9,10
2359,28,8000,12,12
2360,20,3026,12,10
2361,19,1600,12,12
2362,20,23500,-3,13
2363,34,-3,12,12
2364,37,-3,12,12
2365,25,-3,12,12
2366,22,20600,12,11
2367,29,78100,12,12
2368,31,78100,12,12
2369,29,19000,6,12
2370,32,90000,13,12
2371,25,-3,20,18
2372,25,32000,12,14
2373,23,-3,-3,12
2374,25,-3,-3,12
2375,27,-3,-3,12
2376,-3,87850,-4,-4
2377,31,61200,14,16
2378,17,80000,-3,13
2379,19,80000,-3,13
2380,25,58055,18,14
2381,28,-3,-3,-3
2382,27,67250,14,14
2383,25,38030,14,14
2384,22,57250,14,14
2385,24,57250,14,14
2386,23,65800,14,12
2387,-3,65800,12,-3
2388,25,65800,14,12
2389,19,14500,11,10
2390,20,14500,11,10
2391,21,14500,11,10
2392,32,94375,17,12
2393,34,94375,17,12
2394,28,-4,13,15
2395,28,111000,17,20
2396,29,105000,16,16
2397,24,24635,19,14
2398,26,24635,19,14
2399,29,73100,16,12
2400,29,73100,16,12
2401,29,73100,16,12
2402,27,-3,12,11
2403,23,50250,12,12
2404,27,50250,12,12
2405,29,-3,14,12
2406,31,-3,14,12
2407,20,-3,12,16
2408,22,-3,12,16
2409,23,39917,12,12
2410,25,39917,12,12
2411,30,55500,14,12
2412,30,64824,16,12
2413,25,53600,16,16
2414,29,-4,12,12
2415,33,-3,-4,12
2416,27,28900,14,12
2417,25,56005,12,12
2418,19,-4,12,12
2419,21,34500,12,12
2420,32,97500,12,12
2421,23,39604,18,17
2422,24,39604,18,17
2423,23,80100,13,16
2424,26,80100,13,16
2425,29,68400,13,12
2426,21,-3,12,12
2427,23,-3,8,10
2428,28,-3,12,16
2429,30,-3,12,16
2430,16,-4,12,10
2431,26,42000,12,12
2432,20,110600,10,12
2433,32,110600,10,12
2434,20,76000,13,12
2435,23,76000,13,12
2436,21,-3,12,12
2437,25,-3,12,12
2438,19,36800,12,12
2439,35,-3,14,12
2440,26,56200,16,12
2441,27,56200,16,12
2442,19,38300,9,13
2443,21,38300,9,13
2444,22,43000,14,12
2445,18,16176,12,11
2446,20,16176,12,11
2447,32,17200,-3,10
2448,20,80000,11,18
2449,-3,54500,7,12
2450,24,54500,7,12
2451,27,11000,11,12
2452,26,7000,-4,10
2453,27,7000,-4,10
2454,20,9000,8,12
2455,22,9000,8,12
2456,19,6000,12,12
2457,20,6000,12,12
2458,25,41600,16,16
2459,25,78000,16,12
2460,27,78000,16,12
2461,28,72100,16,16
2462,26,93000,17,16
2463,29,93000,17,16
2464,25,113000,14,14
2465,28,113000,14,14
2466,26,25500,16,16
2467,29,-4,14,15
2468,26,70150,18,12
2469,-3,44720,95,95
2470,32,44720,13,12
2471,29,-4,13,12
2472,25,93000,18,14
2473,19,52030,-4,12
2474,20,52030,12,12
2475,24,94250,13,14
2476,27,94250,13,14
2477,27,28500,13,12
2478,-3,55500,-4,-4
2479,-3,55500,-4,-4
2480,34,114750,20,20
2481,33,14400,10,10
2482,28,53920,12,14
2483,24,78000,10,12
2484,24,78000,10,12
2485,36,-3,12,12
2486,30,-3,8,13
2487,22,-4,16,12
2488,24,-4,16,12
2489,27,54400,18,15
2490,23,40750,15,15
2491,24,40750,15,15
2492,24,-3,12,19
2493,23,21000,18,12
2494,24,21000,18,12
2495,33,78700,18,14
2496,35,-3,20,18
2497,22,48200,12,13
2498,20,36115,12,13
2499,21,36115,12,13
2500,22,36115,12,13
2501,23,5444,12,16
2502,25,21250,10,12
2503,19,46750,12,12
2504,32,52100,19,15
2505,24,41500,11,12
2506,20,16700,9,11
2507,37,43000,8,9
2508,26,-3,12,12
2509,23,12210,11,13
2510,26,12210,11,13
2511,28,-3,12,14
2512,21,-3,14,11
2513,25,51063,12,12
2514,20,40060,12,13
2515,22,40060,12,13
2516,18,32200,9,12
2517,22,32200,9,12
2518,26,60500,12,15
2519,26,60500,12,15
2520,26,63000,-4,12
2521,18,24036,12,12
2522,23,50502,16,12
2523,26,50502,16,12
2524,29,62500,14,14
2525,31,62500,14,14
2526,19,35750,14,12
2527,21,59300,12,12
2528,29,77475,12,12
2529,25,52200,12,12
2530,25,70002,12,12
2531,26,70002,12,12
2532,20,27080,12,12
2533,20,-4,-3,12
2534,22,-4,-3,12
2535,26,42000,12,12
2536,26,42000,12,12
2537,29,19300,12,12
2538,23,33500,12,12
2539,17,60050,14,13
2540,32,63500,11,16
2541,34,63500,11,16
2542,17,52000,12,12
2543,21,52000,12,12
2544,25,32500,10,12
2545,29,57000,12,10
2546,21,49000,12,12
2547,28,70500,12,12
2548,30,70500,12,12
2549,28,40300,8,12
2550,28,40300,8,12
2551,21,-3,12,12
2552,26,33500,12,12
2553,20,46000,12,11
2554,31,47600,14,16
2555,26,99300,12,12
2556,30,50000,8,11
2557,25,50500,14,14
2558,34,130000,18,16
2559,17,9000,11,10
2560,33,78400,16,12
2561,33,78400,16,12
2562,24,45500,12,12
2563,21,93000,-4,12
2564,34,147100,16,16
2565,24,106500,16,15
2566,27,106500,16,15
2567,23,60100,16,12
2568,26,16445,11,12
2569,29,16445,11,12
2570,26,63000,12,12
2571,29,63000,12,12
2572,33,-3,18,18
2573,29,113000,20,20
2574,33,9000,16,-3
2575,26,-3,18,16
2576,28,-3,18,16
2577,29,43500,15,13
2578,28,59800,11,12
2579,28,56750,20,12
2580,30,56750,20,12
2581,24,34900,16,16
2582,31,50300,12,12
2583,32,-3,17,16
2584,30,51050,16,12
2585,18,-4,-3,-3
2586,17,30144,12,10
2587,24,37200,12,12
2588,23,37200,12,12
2589,33,-4,12,14
2590,21,10250,-4,12
2591,26,40500,16,13
2592,31,-3,19,18
2593,31,31045,18,18
2594,-3,75000,20,-4
2595,30,19300,12,12
2596,26,52300,10,17
2597,28,-4,10,17
2598,32,-3,14,14
2599,23,48010,14,14
2600,24,48010,14,14
2601,22,48000,18,12
2602,33,28200,12,12
2603,38,75000,16,17
2604,22,35060,13,13
2605,31,67350,13,14
2606,25,20650,14,12
2607,25,41379,12,12
2608,28,41379,12,12
2609,26,-3,13,12
2610,29,-3,13,13
2611,-3,18283,11,-4
2612,-3,18283,11,-4
2613,34,44300,12,12
2614,21,28450,-4,12
2615,15,33000,14,12
2616,29,-3,20,16
2617,28,55200,20,17
2618,34,55000,18,16
2619,34,-3,18,16
2620,33,-3,12,16
2621,31,64025,16,18
2622,22,35500,12,13
2623,26,35500,12,13
2624,28,-3,12,12
2625,19,41600,12,12
2626,20,41600,12,12
2627,-3,-3,-4,-4
2628,27,246474,15,13
2629,25,8000,12,12
2630,25,8000,12,12
2631,27,8000,12,12
2632,21,-3,-3,-3
2633,24,72230,16,16
2634,35,70200,16,18
2635,19,39500,12,14
2636,33,98980,17,15
2637,29,-3,15,12
2638,26,83950,14,14
2639,27,75000,16,16
2640,30,75000,16,16
2641,24,12360,-3,9
2642,19,11184,-3,10
2643,-3,11000,-3,10
2644,19,15000,13,9
2645,19,19156,-3,12
2648,18,34000,12,12
2649,18,11200,-3,9
2650,24,41000,11,10
2651,25,25000,11,10
2652,24,23100,16,12
2653,18,-3,-3,9
2654,23,44300,12,12
2655,25,-4,12,12
2656,18,4623,11,15
2657,19,4623,11,15
2658,27,-3,14,16
2659,30,91000,16,16
2660,27,246474,14,12
2661,25,246474,12,12
2662,29,108750,17,17
2663,26,73500,16,14
2664,28,-3,13,16
2665,30,-3,13,16
2666,28,-3,14,13
2667,29,52000,20,15
2668,32,53400,16,12
2669,29,150200,17,17
2670,26,40500,14,12
2671,30,112000,12,12
2672,23,96633,14,13
2673,26,96633,14,13
2674,23,42702,13,14
2675,25,42702,13,14
2676,28,-3,12,12
2677,23,64544,14,13
2678,25,64544,14,13
2679,26,69420,12,12
2680,29,62570,14,12
2681,21,24000,16,16
2682,27,30000,12,16
2683,27,30000,12,16
2684,20,20000,12,14
2685,20,-3,12,11
2686,22,29500,12,12
2687,26,-4,14,17
2688,26,41250,14,13
2689,19,54200,12,13
2690,21,54200,12,13
2691,19,10900,14,12
2692,19,5500,10,12
2693,21,5500,10,12
2694,22,20000,11,13
2695,24,20000,11,13
2696,26,20000,11,13
2697,17,56500,11,12
2698,35,48620,20,14
2699,28,43200,14,14
2700,31,43200,14,14
2701,24,96300,14,16
2702,32,86300,12,12
2703,27,31000,14,12
2704,23,84750,16,12
2705,38,98000,14,12
2706,20,55500,12,12
2707,22,55500,12,12
2708,23,55500,12,12
2709,25,66000,16,15
2710,27,66000,16,15
2711,22,75000,11,8
2712,16,28000,-4,11
2713,18,28000,11,11
2714,23,13100,12,12
2715,20,19800,10,9
2716,22,23720,12,16
2717,19,12500,-4,11
2718,22,12500,12,11
2719,23,12500,12,11
2720,19,7728,12,10
2721,21,7728,12,10
2722,-3,-4,10,10
2723,24,5,14,12
2724,24,38000,13,13
2725,29,-3,16,16
2726,-3,-4,-4,-3
2727,23,87000,16,12
2728,26,35075,16,16
2729,19,-4,-4,12
2730,32,61760,16,16
2731,19,60410,16,17
2732,28,67820,14,14
2733,32,-3,19,20
2734,32,-3,18,16
2735,-3,-3,-4,-4
2736,-3,-3,-4,-4
2737,25,60500,12,13
2738,27,60500,12,13
2739,23,51530,11,12
2740,27,81800,12,12
2741,-3,88750,-3,-3
2742,51,20500,18,16
2743,51,20500,18,16
2744,29,120250,20,14
2745,14,16300,15,10
2746,22,24000,15,12
2747,23,30600,14,12
2748,36,3491,17,17
2749,22,77045,13,12
2750,23,77045,13,12
2751,25,-4,12,17
2752,24,20600,12,14
2753,25,20600,12,14
2754,25,-4,12,12
2755,27,-4,12,12
2756,24,-4,16,16
2757,31,61750,16,18
2758,29,-4,17,12
2759,22,15200,-3,12
2760,27,20300,11,11
2761,27,60000,12,12
2762,23,76040,18,14
2763,22,23000,12,12
2764,21,-4,12,11
2765,30,38000,16,14
2766,20,246474,13,10
2767,21,32090,14,11
2768,29,-4,19,16
2769,31,64000,12,13
2770,21,56694,12,12
2771,36,84750,17,17
2772,27,76200,12,12
2773,-3,127500,-4,-4
2774,-3,127500,-4,-4
2775,31,78700,14,14
2776,33,78700,14,14
2777,24,78500,16,16
2778,25,78500,16,16
2779,25,41420,-4,12
2780,22,35000,12,12
2781,38,104976,12,12
2782,33,54750,14,12
2783,27,79300,14,12
2784,35,79000,18,15
2785,38,79000,18,15
2786,23,10044,12,12
2787,22,97400,13,13
2788,25,97400,13,13
2789,23,-3,9,12
2790,25,40500,14,12
2791,28,40500,14,12
2792,33,123500,16,17
2793,36,-4,-4,10
2794,29,-4,12,12
2795,24,-4,14,15
2796,26,-4,14,15
2797,31,-3,17,13
2798,22,-4,12,14
2799,-3,27500,12,-4
2800,20,27500,12,11
2801,31,109500,14,19
2802,28,62050,13,13
2803,24,105000,16,17
2804,26,105000,16,17
2805,20,32175,13,12
2806,26,74250,16,16
2807,28,74250,16,16
2808,35,-4,12,12
2809,-3,8260,13,12
2810,-3,-4,13,12
2811,17,26000,12,12
2812,24,38759,15,12
2813,24,-3,12,13
2814,19,19250,-3,11
2815,22,19250,-3,11
2816,-3,19250,-3,11
2817,41,55500,12,12
2818,22,34575,20,16
2819,22,27000,14,14
2820,24,27000,14,14
2821,20,50000,12,-3
2822,16,4006,-3,11
2823,29,3600,12,12
2824,19,39500,-3,16
2825,-3,39500,-3,-3
2826,-3,39500,-3,-3
2827,-3,-4,-3,11
2828,26,23000,16,16
2829,28,20600,-4,12
2830,25,21000,12,12
2831,20,80000,12,11
2832,21,80000,12,11
2833,30,87020,12,16
2834,-3,79960,12,-3
2835,32,28200,16,12
2836,28,-4,13,14
2837,28,-4,13,14
2838,23,-4,-3,11
2839,34,112500,15,16
2840,32,9152,-3,14
2841,24,-4,14,13
2842,28,65300,10,12
2843,27,41280,12,15
2844,31,41280,12,15
2845,26,45120,11,12
2846,35,17000,7,13
2847,25,15000,-3,12
2848,20,-4,11,12
2849,21,23574,10,9
2850,23,35000,12,12
2851,25,48850,11,12
2852,17,-4,12,10
2853,30,-4,7,12
2854,28,77400,6,12
2855,19,40000,12,13
2856,22,40000,12,13
2857,30,48000,12,12
2858,22,35275,12,9
2859,-3,-4,-3,8
2860,-3,3000,9,10
2861,-3,-4,9,10
2862,22,-4,12,12
2863,24,-4,12,12
2864,18,-4,13,10
2865,24,42800,12,10
2866,26,23600,12,9
2867,30,23600,12,9
2868,18,-4,8,9
2869,30,-3,16,16
2870,28,-4,16,16
2871,30,246474,20,19
2872,31,246474,20,19
2873,29,-3,15,15
2874,31,-3,20,18
2875,30,-3,-4,16
2876,26,-4,20,20
2877,28,-4,20,20
2878,21,60000,-4,12
2879,23,60000,-4,12
2880,26,60000,-4,12
2881,29,92500,15,12
2882,30,-4,9,-3
2883,32,-4,9,-3
2884,31,8055,-3,13
2885,27,60000,14,16
2886,25,55040,14,20
2887,24,60000,18,16
2888,29,59000,15,12
2889,22,-3,12,12
2890,24,-3,12,12
2891,26,-3,12,12
2892,26,-4,12,12
2893,38,-4,20,10
2894,32,44000,20,16
2895,20,79500,-4,11
2896,20,-3,12,12
2897,22,-3,12,12
2898,33,74500,20,20
2899,24,155000,16,12
2900,32,-3,17,16
2901,26,-3,11,12
2902,27,-3,12,14
2903,20,-4,-4,-3
2904,20,20258,12,10
2905,26,-3,19,17
2906,27,-3,19,17
2907,26,159600,16,18
2908,34,47200,13,14
2909,15,0,11,-3
2910,19,70200,14,19
2911,19,50025,12,12
2912,21,50025,12,12
2913,21,50025,12,12
2914,30,61050,12,16
2915,35,-3,18,16
2916,32,37000,12,12
2917,25,59383,13,14
2918,21,73000,12,12
2919,23,73000,12,12
2920,22,24640,8,12
2921,19,-4,12,12
2922,21,-4,12,12
2923,19,51130,14,12
2924,41,-3,7,12
2925,42,-3,7,12
2926,19,61900,10,13
2927,27,103850,12,10
2928,17,58000,12,13
2929,18,58000,12,13
2930,20,58000,12,13
2931,30,0,12,14
2932,21,79000,13,14
2933,22,79000,13,14
2934,23,52000,8,8
2935,26,52000,8,8
2936,16,79000,11,10
2937,31,-3,20,16
2938,30,-3,20,20
2939,33,-3,20,20
2940,28,246474,20,16
2941,32,246474,20,16
2942,35,800,18,16
2943,37,-3,18,16
2944,22,246474,16,14
2945,31,-3,19,16
2946,33,-3,19,16
2947,20,10100,9,11
2948,26,45300,11,15
2949,30,-3,15,8
2950,24,27500,19,13
2951,27,27500,19,13
2952,29,63070,13,12
2953,23,-3,14,15
2954,23,-3,14,15
2955,23,59500,7,12
2956,25,66000,13,14
2957,34,120000,16,16
2958,26,25000,12,12
2959,22,143750,-3,16
2960,20,75000,12,12
2961,30,37500,16,12
2962,31,-3,18,16
2963,18,2573,-4,10
2964,26,39731,11,14
2965,25,20542,10,12
2966,19,17638,11,12
2967,20,17638,11,12
2968,21,9512,12,9
2969,37,-4,14,12
2970,22,43012,9,14
2971,17,8100,12,12
2972,23,30800,12,9
2973,21,34000,11,12
2974,24,34000,11,12
2975,34,80500,12,12
2976,20,34000,16,16
2977,22,14056,12,12
2978,27,4692,12,12
2979,28,62760,10,12
2980,31,-3,18,19
2981,23,72220,16,18
2982,25,37500,14,15
2983,24,-4,-3,17
2984,24,66160,16,16
2985,25,66160,16,16
2986,24,110620,12,18
2987,29,92600,18,13
2988,19,62500,12,12
2989,31,114000,14,16
2990,34,-3,19,16
2991,26,36500,13,14
2992,23,12120,14,17
2993,26,12120,14,17
2994,21,102400,11,12
2995,31,112000,16,18
2996,26,14350,-4,14
2997,39,-8050,16,18
2998,30,27360,14,14
2999,19,40000,-4,12
3000,33,32897,12,14
3001,39,44059,13,9
3002,19,-3,11,12
3003,23,41520,12,12
3004,26,88900,12,16
3005,28,88900,12,16
3006,31,75000,12,12
3007,33,75000,12,12
3008,24,63750,12,12
3009,21,55000,12,12
3010,27,-4,12,14
3011,28,-4,12,14
3012,37,-3,17,16
3013,25,159500,12,12
3014,28,74200,17,18
3015,31,74200,17,18
3016,32,-3,14,16
3017,28,38000,12,12
3018,23,66300,13,14
3019,30,95000,15,13
3020,31,95000,15,13
3021,23,67350,12,17
3022,26,67350,12,17
3023,28,123949,12,12
3024,31,123949,10,12
3025,18,-3,10,12
3026,-3,-3,12,12
3027,34,93369,12,12
3028,34,70000,14,12
3029,24,52500,14,14
3030,25,52500,14,14
3031,22,59500,13,17
3032,19,41000,11,12
3033,-3,41000,11,12
3034,22,33800,12,13
3035,19,20000,8,11
3036,19,17750,11,12
3037,21,17750,11,12
3038,28,-3,14,17
3039,23,48500,14,12
3040,25,24800,16,16
3041,26,24800,16,16
3042,42,6904,-3,11
3043,19,69184,-3,12
3044,18,-3,13,12
3045,20,45676,12,12
3046,18,18400,13,15
3047,23,33145,-3,18
3048,27,64500,12,12
3049,28,122000,20,18
3050,30,122000,20,18
3051,29,151100,12,20
3052,21,85000,18,12
3053,24,85000,18,12
3054,25,21000,12,14
3055,19,59888,11,12
3056,21,14008,10,12
3057,24,14008,10,12
3058,21,13634,12,11
3059,27,54100,14,16
3060,21,47000,12,12
3061,23,47000,12,12
3062,27,-3,13,12
3063,18,77950,12,12
3064,19,72330,12,16
3065,24,21280,8,12
3066,27,-3,12,14
3067,23,67700,12,12
3068,26,67700,12,12
3069,30,34580,12,16
3070,17,20560,12,11
3071,25,42000,14,19
3072,27,42000,14,19
3073,26,71200,12,14
3074,28,71200,12,14
3075,20,33500,12,12
3076,30,99000,12,14
3077,27,54200,13,12
3078,33,6240,12,12
3079,22,40600,18,16
3080,24,40600,18,16
3081,21,53000,12,12
3082,36,23080,12,12
3083,27,161100,18,16
3084,25,80000,18,15
3085,27,80000,18,15
3086,19,31655,10,12
3087,25,42000,12,16
3088,30,-4,20,16
3089,23,60300,13,13
3090,25,116800,12,14
3091,29,116800,14,14
3092,36,99200,18,18
3093,31,83900,11,12
3094,22,75000,20,14
3095,23,78800,17,12
3096,38,-4,12,13
3097,30,10000,19,13
3098,32,10000,19,13
3099,24,108200,18,14
3100,20,7900,12,12
3101,20,54000,13,13
3102,21,12992,6,12
3103,24,12992,6,12
3104,24,7076,12,11
3105,20,12000,12,12
3106,31,-3,13,20
3107,28,31000,14,12
3108,24,-4,4,6
3109,27,-4,4,6
3110,20,29010,-3,14
3111,35,-4,12,8
3112,21,35000,12,12
3113,21,3900,12,14
3114,31,-3,-3,12
3115,31,-3,-3,12
3116,18,-3,10,11
3117,21,-3,10,11
3118,21,18090,-3,12
3119,18,29000,12,-3
3120,20,29000,12,-3
3121,27,30600,-3,13
3122,17,33500,12,11
3123,31,45000,13,12
3124,19,-3,-3,12
3125,29,66500,13,12
3126,21,44500,12,9
3127,20,44500,12,12
3128,23,8044,12,14
3129,26,87000,12,12
3130,30,87000,12,12
3131,29,121000,14,14
3132,26,-7500,14,15
3134,33,107500,16,16
3135,27,52000,12,14
3136,28,52000,12,14
3137,26,56500,10,11
3138,27,37500,14,12
3139,24,-3,12,12
3140,32,-3,16,16
3141,34,-3,16,16
3142,20,70000,12,12
3143,21,43000,17,12
3144,26,-3,14,15
3145,27,55000,18,16
3146,28,78109,12,12
3147,-3,76000,-4,-4
3148,29,-3,13,12
3149,30,-3,13,12
3150,29,35000,12,9
3151,31,35000,12,9
3152,-3,-3,-4,16
3153,26,65000,12,12
3154,25,46500,16,17
3155,25,-3,14,13
3156,34,120000,12,16
3157,25,-4,16,15
3158,27,-4,16,15
3159,-3,83440,-3,15
3160,19,32500,12,11
3161,28,46500,12,12
3162,24,34000,13,17
3163,33,53500,14,14
3164,25,9250,16,16
3165,18,23000,14,10
3166,27,38500,12,16
3167,17,6234,-3,16
3168,19,6234,-3,16
3169,22,15856,-3,15
3170,25,11000,9,15
3171,26,40800,12,16
3172,22,17675,10,10
3173,21,38000,10,12
3174,24,38000,10,12
3175,20,18557,12,13
3176,22,18557,12,13
3177,24,18557,12,13
3178,20,31400,13,15
3179,24,31400,13,15
3180,24,36000,12,16
3181,28,-3,16,18
3182,31,-3,16,18
3183,28,58000,16,16
3184,-3,-3,-3,-4
3185,-3,40830,14,-4
3186,22,102500,16,13
3187,25,102500,16,13
3188,26,-3,12,8
3189,26,76700,12,12
3190,29,76700,12,12
3191,32,-3,14,16
3192,27,105000,16,16
3193,31,105000,16,16
3194,34,59000,14,17
3195,29,80000,18,14
3196,27,56500,14,16
3197,29,56500,14,16
3198,32,56500,14,16
3199,30,11000,12,13
3200,25,-3,12,12
3201,26,-3,12,12
3202,28,-3,10,10
3203,18,16800,-3,9
3204,19,16800,12,9
3205,18,38500,20,10
3206,20,27200,-3,15
3207,-3,0,-4,-4
3208,-3,0,-4,-4
3209,-3,0,-4,-4
3210,27,106000,13,19
3211,36,94600,16,18
3212,35,50905,14,12
3213,-3,46800,-3,-3
3214,23,35150,15,13
3215,25,95050,18,16
3216,28,50200,16,18
3217,30,246474,16,18
3218,33,246474,16,18
3219,38,82000,12,12
3220,24,61560,16,17
3221,34,45015,12,14
3222,18,-3,-4,15
3223,20,-3,-4,15
3224,28,-3,12,9
3225,24,50000,14,-3
3226,24,246474,8,12
3227,18,-4,12,12
3228,20,-4,12,12
3229,-3,-4,12,-4
3230,30,57246,12,-3
3231,21,17700,9,14
3232,22,17700,9,14
3233,23,-3,10,-3
3234,19,-4,-3,12
3235,23,-4,14,12
3236,26,-4,12,13
3237,32,39200,12,18
3238,27,246474,16,12
3239,29,246474,16,12
3240,22,85100,12,12
3241,28,-3,-3,14
3242,30,20300,16,16
3243,34,60000,18,16
3244,24,25010,12,12
3245,29,28000,10,10
3246,22,6250,13,12
3247,30,67300,15,13
3248,28,54050,16,12
3249,29,25500,18,12
3250,21,48797,12,12
3251,24,48797,12,12
3252,25,48797,12,12
3253,33,-3,13,16
3254,24,246474,13,12
3255,18,43000,14,13
3256,21,43000,14,13
3257,-3,59100,12,-4
3258,25,31700,16,13
3259,27,58632,12,15
3260,32,75100,14,14
3261,33,70500,15,14
3262,35,70500,15,14
3263,30,44900,12,12
3264,27,54200,18,12
3265,28,49500,12,12
3266,31,50000,12,12
3267,23,42400,-4,12
3268,23,20250,10,10
3269,25,20250,10,10
3270,24,33000,16,16
3271,20,21261,12,16
3272,21,21261,12,16
3273,39,25600,20,15
3274,21,32281,12,12
3275,20,63200,12,12
3276,27,-3,13,18
3277,24,95000,14,12
3278,26,95000,14,12
3279,25,62000,15,19
3280,23,79800,12,13
3281,23,19988,16,12
3282,26,67182,16,18
3283,29,53050,20,16
3284,31,40500,10,12
3285,22,17383,12,11
3286,35,-3,5,7
3287,-3,75504,-3,-3
3288,-3,66403,-3,-3
3289,-3,9000,13,-3
3290,24,10261,10,9
3291,22,23000,9,12
3292,24,23000,9,12
3293,25,47000,12,9
3294,29,-3,12,16
3295,22,21960,14,14
3296,21,47553,9,9
3297,34,50000,12,12
3298,21,-3,11,10
3299,23,17500,10,10
3300,25,39020,11,13
3301,25,19200,9,13
3302,23,36605,-3,11
3303,18,58200,12,9
3304,20,24000,8,8
3305,19,12000,12,12
3306,21,54200,12,12
3307,26,58620,12,12
3308,27,46528,12,12
3309,23,-4,8,8
3310,24,56413,12,14
3311,27,56413,12,14
3312,24,87400,12,16
3313,27,87400,12,16
3314,27,65637,8,12
3315,16,32200,-3,10
3316,18,32200,-3,10
3317,19,32200,-3,10
3318,-3,11050,12,12
3319,23,10098,12,12
3320,22,43100,12,12
3321,23,71000,-3,14
3322,24,76100,12,14
3323,18,-4,12,12
3324,31,123000,12,20
3325,35,98953,20,18
3326,26,34006,14,12
3327,27,11040,12,12
3328,32,56100,12,12
3329,20,87750,12,10
3330,20,-4,12,12
3331,22,-4,12,12
3332,20,41500,10,12
3333,21,-4,10,12
3334,17,56000,12,12
3335,24,26000,-4,12
3336,36,-3,-3,5
3337,23,18800,12,7
3338,27,18800,12,7
3339,28,50800,7,7
3340,20,21500,9,12
3341,-3,-3,16,16
3342,24,46012,16,14
3343,21,46012,12,14
3344,27,46012,16,14
3345,25,36050,12,12
3346,27,36050,12,12
3347,27,40000,13,12
3348,28,2438,12,14
3349,30,2438,12,14
3350,27,92100,12,12
3351,25,31000,12,12
3352,28,92100,12,12
3353,35,-3,12,2
3354,24,37000,15,13
3355,25,37000,15,13
3356,19,42050,12,10
3357,24,-4,-3,-3
3358,-3,9400,12,12
3359,-3,9400,12,12
3360,27,8000,3,8
3361,24,63250,12,12
3362,27,31360,11,8
3363,25,25400,12,14
3364,26,25400,12,14
3365,24,34000,12,12
3366,36,36000,12,12
3367,31,65000,9,12
3368,28,80000,16,14
3369,-3,38200,-4,12
3370,24,50500,12,12
3371,26,50500,12,12
3372,31,70000,13,16
3373,33,70000,13,16
3374,29,120000,12,12
3375,33,120000,12,12
3376,33,71000,13,14
3377,31,51000,15,20
3378,25,55100,15,13
3379,25,70000,18,16
3380,27,70000,18,16
3381,34,51000,19,18
3382,36,12508,8,5
3383,37,-4,8,8
3384,20,14300,95,11
3385,24,14300,12,11
3386,29,59000,9,16
3387,27,18000,9,14
3388,31,-4,14,16
3389,21,-3,-3,-3
3390,30,-3,12,14
3391,32,-3,12,14
3392,25,-4,12,7
3393,24,31000,16,16
3394,25,32000,16,12
3395,27,32000,16,12
3396,28,3750,11,12
3397,30,3750,11,12
3398,26,70100,18,15
3399,36,-4,16,16
3400,25,27000,10,11
3401,16,27000,-4,-3
3402,23,21500,12,14
3403,24,21500,12,14
3405,19,-4,12,13
3406,22,-3,12,12
3407,31,52000,14,13
3408,36,38400,12,14
3409,27,-3,12,13
3410,35,93400,12,12
3411,26,96750,16,16
3412,27,82750,16,15
3413,21,-3,12,16
3414,26,246474,-3,14
3415,24,68750,13,14
3416,32,246474,15,14
3417,31,246474,12,16
3418,26,72150,16,18
3419,27,72150,16,18
3420,26,59000,13,13
3421,28,59000,13,13
3422,30,70550,16,16
3423,30,61500,13,18
3424,32,61500,13,18
3425,18,3500,12,12
3426,27,18100,-3,-3
3427,21,-4,16,9
3428,17,25200,7,8
3429,20,48400,12,15
3430,19,36000,12,12
3431,22,-3,-4,-3
3432,23,-3,-4,-3
3433,20,-3,12,14
3434,16,39250,13,13
3435,25,60500,14,16
3436,22,36000,9,10
3437,22,41000,-3,12
3438,18,32455,8,10
3439,20,32455,8,10
3440,29,48000,13,12
3441,29,123075,16,16
3442,28,-4,13,14
3443,28,0,8,12
3444,17,24000,12,9
3445,23,24560,-4,11
3446,24,53000,-3,-3
3447,29,53000,-3,-3
3448,24,87000,13,13
3449,21,-3,12,16
3450,35,-3,12,14
3451,37,-3,12,14
3452,32,-4,-3,-3
3453,30,-3,16,14
3454,29,127000,14,16
3455,35,75500,20,16
3456,29,-3,16,14
3457,36,121250,18,18
3458,36,121250,18,18
3459,25,99780,12,20
3460,27,-4,16,18
3461,30,-4,16,18
3462,26,-4,-3,-3
3463,28,101000,12,12
3464,28,101000,12,12
3465,32,61200,13,17
3466,35,61200,13,17
3467,37,3604,20,13
3468,30,48000,16,16
3469,31,-3,14,14
3470,26,60100,13,14
3471,28,60100,13,14
3472,30,108200,20,20
3473,23,70751,12,16
3474,27,80000,16,13
3475,31,80000,16,13
3476,24,81000,12,17
3477,28,-4,12,12
3478,30,-4,12,12
3479,21,30000,15,12
3480,22,30000,15,12
3481,25,75000,12,12
3482,28,75000,12,12
3483,28,37030,14,16
3484,18,103110,12,12
3485,19,103110,12,12
3486,31,-3,16,16
3487,37,126000,14,16
3488,20,21200,12,14
3489,27,7750,-3,12
3490,23,-4,-4,14
3491,26,-4,16,14
3492,27,25000,12,11
3493,30,25000,12,11
3494,24,-4,12,12
3495,25,15940,11,12
3496,22,19700,12,14
3497,19,30000,10,8
3498,-3,55000,-3,-3
3499,25,-4,15,14
