originalid,motherage,parentincome,fatherhighgrade,motherhighgrade
5779,25,56700,14,14
5780,15,18000,12,9
5781,20,1200,12,11
5782,23,1200,12,11
5783,20,44800,-4,13
5784,30,246474,16,16
5785,23,-3,12,14
5786,35,-3,3,9
5787,23,11934,-4,6
5788,24,11934,-3,-3
5789,31,-3,-3,-3
5790,31,8000,14,16
5791,20,15300,7,11
5792,21,15300,7,11
5793,30,47000,13,12
5794,26,44000,12,17
5795,27,38600,12,16
5796,28,38600,12,16
5797,24,-4,-3,-3
5798,17,-3,-4,10
5799,22,-3,12,14
5800,24,-3,12,14
5801,26,-3,12,14
5802,24,43500,14,10
5803,20,37500,14,13
5804,34,720,12,14
5805,25,-3,14,10
5806,32,51440,12,14
5807,17,16000,14,13
5808,22,3500,11,12
5809,23,3500,11,12
5810,19,-3,12,13
5811,20,12000,12,12
5813,28,61185,11,12
5814,24,7656,10,11
5815,25,7656,10,11
5816,26,10464,12,13
5817,27,10464,12,13
5818,37,4957,-3,12
5819,-3,3140,12,11
5820,19,3140,12,11
5821,15,10458,-3,11
5822,16,10458,-3,11
5823,18,10458,-3,11
5824,16,2237,-4,11
5825,-3,2237,-4,11
5826,20,5128,-3,12
5827,17,-3,9,12
5828,19,-3,9,12
5829,-3,5212,10,9
5830,24,0,-3,12
5831,30,52400,11,10
5832,21,-4,19,12
5833,19,39000,-3,17
5834,32,9915,12,14
5835,-3,17500,-3,11
5836,23,-3,7,13
5837,26,-3,7,13
5838,24,51000,18,18
5839,25,51000,18,18
5840,27,76000,15,14
5841,31,101500,16,12
5842,24,-3,14,18
5843,25,53000,16,16
5844,20,24000,12,12
5845,28,5500,12,11
5846,21,9800,-4,-3
5847,25,-4,12,12
5848,25,-4,12,12
5849,27,-4,12,12
5850,27,-4,12,12
5851,19,6514,-3,11
5852,26,22200,9,9
5853,37,5140,12,12
5854,38,5140,12,12
5855,38,5140,12,12
5856,23,-3,11,7
5857,27,-3,11,7
5858,20,86000,12,13
5859,22,52800,13,12
5860,32,16045,9,11
5861,22,32000,11,12
5862,18,34826,14,16
5863,20,34826,14,16
5864,25,13920,9,12
5865,-3,-3,12,-4
5866,31,23192,16,13
5867,25,67200,13,15
5868,26,49500,-4,9
5869,29,46200,-4,12
5870,26,56500,12,12
5871,26,-4,13,12
5872,19,68000,12,9
5873,-3,-3,-4,-4
5874,-3,-3,-4,-4
5875,20,18455,14,14
5876,26,40500,12,13
5877,20,48030,12,12
5878,26,85000,14,17
5879,28,85000,14,17
5880,32,-3,14,14
5881,20,159000,14,12
5882,32,74750,14,12
5883,22,-4,12,16
5884,23,54400,13,14
5885,24,54400,13,14
5886,25,54400,13,14
5887,24,-3,13,14
5888,34,82150,12,8
5889,24,23660,12,12
5890,20,50500,16,13
5891,22,-4,-4,16
5892,21,-3,9,10
5893,21,-3,9,10
5894,22,40000,12,13
5895,25,40000,12,13
5896,19,28400,11,13
5897,-3,60000,12,12
5898,30,90400,15,16
5899,20,20200,12,12
5900,22,20200,12,12
5901,15,5648,-3,8
5902,17,32000,-3,14
5903,21,48500,11,13
5904,22,48500,11,13
5905,25,22800,12,12
5906,27,45000,16,16
5907,30,45000,16,16
5908,24,72049,12,14
5909,26,72049,12,14
5910,26,75000,16,14
5911,28,75000,16,14
5912,21,67700,14,12
5913,19,12500,12,12
5914,18,26000,11,12
5915,24,45000,12,12
5916,27,45000,12,12
5917,37,61000,18,16
5918,24,33924,10,12
5919,-3,11816,12,-3
5920,23,11816,12,10
5921,20,24400,-3,18
5922,21,-3,14,14
5923,-3,45050,-4,-3
5924,20,23434,12,12
5925,24,23434,12,12
5926,28,-4,12,12
5927,-3,17500,6,-3
5928,30,39000,10,12
5929,-3,39000,10,12
5930,19,3569,12,12
5931,-3,15000,11,-3
5932,20,15000,10,11
5933,17,26400,10,10
5934,18,18000,8,12
5935,19,13000,11,12
5936,29,17000,12,14
5937,17,15985,-3,12
5938,25,25000,-4,9
5939,27,13000,-3,12
5940,16,1500,12,11
5941,20,39508,12,12
5942,22,39508,12,12
5943,24,45000,-3,12
5944,20,75000,12,12
5945,22,52000,14,14
5946,-3,52000,14,14
5947,23,52000,14,14
5948,22,10800,16,13
5949,24,35500,16,12
5950,23,40000,12,12
5951,34,71000,11,14
5952,18,35000,-3,11
5953,18,13280,-3,11
5954,23,76000,13,12
5955,-3,34760,-3,16
5956,31,34760,-3,16
5957,10,42000,-4,12
5958,-3,-3,-4,-3
5959,19,-3,-3,14
5960,18,14468,12,12
5961,22,14468,12,12
5962,-3,21000,12,-4
5963,36,37900,-3,10
5964,21,25000,-3,13
5965,24,34000,12,13
5966,35,50000,-3,12
5967,25,33440,12,12
5968,33,72500,14,14
5969,20,29568,12,16
5970,28,47500,11,12
5971,21,34580,12,9
5972,30,41412,11,12
5973,30,44018,13,14
5974,30,44018,13,14
5975,22,80900,14,12
5976,24,80900,14,12
5977,26,86750,14,12
5978,30,86750,14,12
5979,26,67000,12,12
5980,23,69300,12,17
5981,22,152700,-3,10
5982,30,-3,-4,12
5983,31,-3,12,12
5984,20,22100,-3,13
5985,20,22999,13,12
5986,18,39000,8,12
5987,23,-3,-3,12
5988,15,-3,12,11
5989,20,22250,10,12
5990,16,14680,-3,12
5991,20,-3,12,12
5992,32,-4,12,12
5993,23,14075,-4,11
5994,26,14075,-4,11
5995,27,14075,-4,11
5996,17,20000,-3,-3
5997,13,25400,16,12
5998,32,25400,12,12
5999,29,-4,15,12
6000,25,62000,13,12
6001,23,27300,12,12
6002,27,54882,20,18
6003,29,54882,20,18
6004,30,7500,11,12
6005,27,26000,14,14
6006,35,70500,16,14
6007,19,-4,-3,11
6008,24,30000,11,7
6009,32,-3,-3,11
6010,25,25000,10,9
6011,23,-3,12,12
6012,33,-3,10,12
6013,34,31500,-4,-3
6014,29,46000,10,16
6015,32,10000,4,9
6016,17,17500,-3,11
6017,17,7080,12,8
6018,22,32000,12,12
6019,24,32000,12,12
6020,-3,7500,-4,-3
6021,19,30022,13,16
6022,27,26000,12,12
6023,32,52000,15,17
6025,39,6888,-3,7
6026,20,2600,13,12
6027,32,156000,20,18
6028,27,20200,10,12
6029,21,63300,12,14
6030,22,61480,18,16
6031,25,-4,9,-3
6032,21,38000,12,12
6033,45,-4,9,5
6034,37,12000,9,7
6035,19,28400,12,14
6036,19,20000,12,12
6037,36,10000,12,12
6038,19,8258,9,8
6039,20,16000,-4,-3
6040,19,43100,10,10
6041,21,43100,10,10
6042,18,17500,10,12
6043,18,35100,12,11
6044,24,64488,11,11
6045,29,39300,15,12
6046,-3,-3,-4,-4
6047,22,22100,11,12
6048,25,22100,11,12
6049,31,59300,12,12
6050,32,101000,10,13
6051,24,16000,8,12
6052,38,22500,13,13
6053,-3,72400,-4,-4
6054,24,49000,13,16
6055,24,103160,-3,11
6056,20,49000,12,14
6057,24,23000,11,11
6058,19,11308,12,12
6059,20,480,9,12
6060,40,2160,11,7
6061,20,43000,-3,6
6062,22,43000,-3,6
6063,19,4700,12,9
6064,32,-4,2,6
6065,27,40500,14,10
6066,23,107000,12,19
6067,22,-4,5,5
6068,23,-4,5,5
6069,25,-4,5,5
6070,22,18000,6,2
6071,-3,18000,6,2
6072,22,3599,8,11
6073,20,17610,12,12
6074,29,69500,14,12
6075,22,-3,14,12
6076,35,67202,16,16
6077,23,153700,9,14
6078,19,13114,12,12
6079,25,92500,12,12
6080,27,92500,12,12
6081,-3,45060,-4,-3
6082,-3,45060,11,-3
6083,-3,45060,11,-3
6084,29,-3,3,9
6085,23,28020,13,12
6086,14,28020,-3,8
6087,24,28020,12,12
6088,25,28020,12,12
6089,19,-4,9,12
6090,21,21460,15,12
6091,23,21460,15,12
6092,24,21460,15,12
6093,23,35000,15,15
6094,22,36000,12,10
6095,23,36000,12,10
6096,25,36000,-3,10
6097,26,40000,-4,13
6098,22,40241,12,11
6099,21,101500,12,11
6100,23,80500,11,10
6101,21,45000,9,9
6102,23,45000,9,9
6103,22,-3,14,13
6104,25,-4,-4,6
6105,20,55000,12,15
6106,23,55000,12,15
6107,32,-3,13,12
6108,28,109360,15,16
6109,25,-3,-3,15
6110,28,-3,14,15
6111,-3,-4,12,14
6112,23,80750,13,14
6113,26,80750,13,14
6114,24,-3,12,10
6115,21,20150,10,12
6116,19,5640,12,9
6117,16,18366,12,14
6118,21,8000,12,12
6119,19,4000,12,12
6120,20,35000,-3,10
6121,23,31720,14,12
6122,25,31720,14,12
6123,26,31720,14,12
6124,48,-3,12,11
6125,-3,-3,12,11
6126,24,72764,12,9
6127,20,54764,12,12
6128,22,159200,12,14
6129,31,3400,12,14
6130,30,-4,8,9
6131,24,17500,16,16
6132,23,41000,16,14
6133,26,246474,14,13
6134,24,27800,15,12
6135,26,52100,15,12
6136,19,9210,12,12
6137,19,-3,6,10
6138,20,32000,12,9
6139,16,25000,-4,8
6140,-3,25000,-4,-4
6141,22,29000,15,13
6142,24,29000,15,13
6143,27,30000,-3,-3
6144,28,30000,-3,-3
6145,25,17800,12,8
6146,20,-3,12,10
6147,17,-4,10,11
6148,20,30500,8,6
6149,23,400,-3,12
6150,26,51500,18,18
6151,28,51500,18,18
6152,18,40000,12,12
6153,30,72500,14,12
6154,-3,26750,-3,-4
6155,23,28000,12,13
6156,25,28000,12,13
6157,28,62500,12,13
6158,30,51750,19,16
6159,33,65700,16,16
6160,-3,-3,-4,-4
6161,-3,-3,-4,-4
6162,-3,-3,-4,-4
6163,-3,-3,-4,-4
6164,-3,11000,-4,-3
6165,23,6050,12,12
6166,24,6050,12,12
6167,25,6050,12,12
6168,23,12200,-4,-3
6169,24,12200,-4,-3
6170,24,12200,-4,-3
6171,-3,12200,-4,-3
6172,-3,13720,-4,11
6173,27,65800,12,13
6174,20,48300,10,12
6175,20,48200,13,12
6176,23,6950,6,12
6177,22,10000,11,10
6178,19,28946,12,15
6179,15,25000,11,-3
6180,24,20500,11,12
6181,36,-3,13,14
6182,25,-3,12,12
6183,34,75000,12,12
6184,22,45000,8,12
6185,26,-4,8,12
6186,28,-3,13,12
6187,25,-3,12,12
6188,25,-3,-3,-3
6189,19,53900,-4,12
6190,33,246474,16,16
6191,18,55500,12,12
6192,18,55500,12,12
6193,16,37500,-4,10
6194,19,-3,-4,10
6195,25,-3,12,12
6196,26,-3,12,12
6197,26,45000,6,12
6198,26,45000,6,12
6199,19,45000,11,12
6200,-3,36800,-3,-3
6201,21,48000,14,12
6202,23,48000,14,12
6203,20,-3,12,11
6204,22,-3,-4,12
6205,-3,-3,12,-4
6206,23,-3,-4,12
6207,-3,-3,12,-4
6208,25,-3,-3,12
6209,15,-4,-4,12
6210,22,15000,12,12
6211,23,-4,-3,12
6212,-3,58750,-3,-3
6213,-3,58750,-3,-3
6214,26,-3,-4,12
6215,29,-3,-4,12
6216,-3,-3,12,-4
6217,21,35000,12,12
6218,22,35000,12,12
6219,24,35000,12,12
6220,26,40020,14,12
6221,30,40020,14,12
6222,23,37035,12,12
6223,20,76750,12,14
6224,22,92500,12,12
6225,25,92500,12,12
6226,26,26000,11,12
6227,25,75500,12,12
6228,25,-4,11,11
6229,22,116500,-3,15
6230,-3,116500,12,-3
6231,32,-3,-4,12
6232,24,12750,12,12
6233,27,12750,-4,12
6234,-3,-3,14,16
6235,24,35000,11,12
6236,20,22500,-4,14
6237,22,22500,-4,14
6238,27,-3,14,12
6239,-3,79500,-4,-4
6240,33,-3,20,16
6241,36,-3,20,16
6242,26,25100,16,16
6243,25,82500,16,16
6244,25,82500,16,16
6245,29,84000,20,20
6246,33,42000,16,-3
6247,20,36800,8,12
6248,36,41288,18,18
6249,28,54750,20,18
6250,29,74000,17,18
6251,29,44030,17,16
6252,32,-3,20,14
6253,26,48000,15,13
6254,29,45000,14,18
6255,22,55000,-3,-3
6256,28,33750,12,18
6257,30,33750,12,18
6258,32,-3,16,14
6259,36,-3,20,20
6260,33,82750,18,18
6261,30,42500,16,16
6262,33,42500,16,16
6263,34,124000,20,20
6264,19,-3,-3,12
6265,21,-3,-3,12
6266,27,-3,16,12
6267,30,-3,16,12
6268,32,-3,16,12
6269,-3,80500,-4,-4
6270,29,50300,20,16
6271,25,135000,13,18
6272,27,135000,13,18
6273,31,100200,13,18
6274,31,123000,20,19
6275,31,95100,14,17
6276,35,32250,14,14
6277,33,25057,18,17
6278,25,43500,12,14
6279,22,48000,15,14
6280,26,30400,16,18
6281,-3,43750,14,14
6282,24,14750,12,12
6283,26,14750,12,12
6284,21,-4,-3,12
6285,23,-4,-3,12
6286,21,32000,12,12
6287,-3,-3,16,-4
6288,18,20365,-3,11
6289,19,20365,-3,11
6290,-3,-3,-4,-4
6291,25,19000,12,16
6292,31,-3,12,12
6293,31,32000,-4,13
6294,33,32000,12,13
6295,27,48400,16,9
6296,22,37500,12,12
6297,21,-3,-3,11
6298,19,65000,11,11
6299,22,58936,14,12
6300,24,58936,14,12
6301,30,13731,12,18
6302,21,35600,12,12
6303,18,43800,12,12
6304,19,43800,12,12
6305,25,2964,10,16
6306,21,5640,-3,12
6307,26,35000,-3,12
6308,31,48000,18,16
6309,34,-3,16,14
6310,37,-3,16,14
6311,32,79000,12,16
6312,26,65600,12,16
6313,29,-3,16,14
6314,30,-3,16,-3
6315,29,65600,12,16
6316,27,80400,12,16
6317,31,102560,14,14
6318,35,102560,14,14
6319,34,49500,13,12
6320,20,26600,12,12
6321,23,26600,-4,11
6322,22,18000,12,15
6323,23,18000,12,15
6324,31,-4,20,17
6325,35,-4,20,17
6326,24,27520,16,12
6327,31,93000,18,16
6328,31,103500,19,18
6329,32,90512,12,14
6330,30,84200,20,14
6331,32,162000,19,18
6332,25,34400,12,12
6333,28,60500,16,16
6334,26,-3,20,16
6335,28,-3,20,16
6336,29,41200,14,10
6337,22,45500,12,12
6338,32,50200,16,18
6339,23,62500,-4,12
6340,21,41000,14,18
6341,27,46053,13,15
6342,21,-3,-4,19
6343,23,-3,-4,19
6344,21,16940,14,16
6345,19,34988,16,12
6346,18,76630,12,12
6347,25,-3,14,12
6348,29,33420,14,14
6351,25,54300,16,16
6352,29,54300,16,16
6353,24,1560,18,14
6354,33,126500,20,17
6355,26,57500,16,16
6356,28,40100,12,16
6357,30,40100,12,16
6358,24,-3,-3,12
6359,21,-3,-4,-3
6360,26,-3,12,12
6361,35,43000,12,12
6362,32,57200,14,16
6363,22,14200,13,14
6364,33,-3,8,12
6365,30,39000,16,12
6366,16,-4,-3,9
6367,23,-3,13,12
6368,34,-4,10,12
6369,23,53999,12,13
6370,36,246474,18,18
6371,26,49500,12,12
6372,29,43000,12,12
6373,17,41000,12,8
6374,30,50000,12,12
6375,25,-3,13,13
6376,22,59000,9,12
6377,25,59000,9,12
6378,25,84200,13,14
6379,22,41100,11,12
6380,25,41893,-3,12
6381,17,-4,13,11
6382,20,-4,13,11
6383,28,75500,13,16
6384,25,46750,17,12
6385,28,46750,17,12
6386,27,31500,15,14
6387,29,31500,15,14
6388,22,36000,8,12
6389,25,36000,8,12
6390,22,43250,16,9
6391,23,43250,16,9
6392,16,-4,12,10
6393,23,133750,16,9
6394,21,55500,12,12
6395,24,39700,11,16
6396,26,39700,11,16
6397,24,14600,12,14
6398,23,37150,12,12
6399,23,-3,-4,16
6400,24,22900,9,10
6401,24,61000,16,16
6402,18,35695,12,9
6403,37,246474,19,14
6404,-3,-3,16,-3
6405,40,87900,14,8
6406,27,50200,12,14
6407,-3,-3,-3,-3
6408,26,-3,18,16
6409,30,-3,18,16
6410,26,112500,15,15
6411,22,33522,9,12
6412,24,33522,9,12
6413,35,39550,16,16
6414,33,-3,16,16
6415,25,53000,12,13
6416,28,53000,12,13
6417,31,41000,12,13
6418,23,35000,14,12
6419,25,35000,14,12
6420,30,-3,11,15
6421,26,45750,13,13
6422,29,57340,12,13
6423,31,43000,12,13
6424,33,43000,12,13
6425,36,31000,13,12
6426,29,55500,16,16
6427,28,25000,12,16
6428,22,50500,12,12
6429,25,50500,12,12
6430,33,42000,12,10
6431,24,63500,12,12
6432,38,33025,14,12
6433,26,41000,17,16
6434,23,49000,12,12
6435,34,73650,18,16
6436,26,34000,14,13
6437,30,34000,14,13
6438,23,34520,12,13
6439,25,34520,12,13
6440,30,68000,12,14
6441,31,68000,12,14
6442,25,-3,14,12
6443,25,49650,12,14
6444,23,31000,9,14
6445,27,31000,9,14
6446,17,67300,12,12
6447,23,35500,13,14
6448,25,35500,13,14
6449,28,-3,12,12
6450,28,35000,12,12
6451,22,52500,12,14
6452,27,37000,16,13
6453,32,36370,12,13
6454,24,42990,10,12
6455,-3,40000,12,12
6456,-3,40000,-4,-4
6457,-3,40000,-4,-4
6458,24,37609,17,16
6459,20,0,12,11
6460,-3,21000,12,-4
6461,-3,21000,12,-4
6462,24,40700,12,12
6463,30,14016,17,13
6464,26,61100,12,12
6465,26,78000,12,12
6466,20,29600,12,13
6467,22,29600,12,13
6468,24,32112,9,14
6469,26,32112,9,14
6470,24,9750,11,9
6471,20,13500,-3,11
6472,23,58575,-3,11
6473,24,58575,-3,11
6474,21,7200,12,9
6475,25,65800,12,14
6476,27,65800,12,14
6477,25,30300,19,15
6478,21,31811,12,12
6479,30,43400,12,10
6480,31,43400,12,10
6481,19,-4,-4,16
6482,22,-4,-4,16
6483,22,-4,-4,16
6484,27,246474,14,15
6485,17,115000,12,12
6486,19,115000,12,12
6487,29,124200,19,14
6488,30,124200,19,14
6489,18,35000,12,12
6490,35,-3,12,8
6491,-3,58200,12,-3
6492,23,67250,9,9
6493,24,63000,15,16
6494,27,78400,14,12
6495,22,57590,12,12
6496,25,5800,12,17
6497,26,5800,12,17
6498,-3,917,-4,16
6499,36,29200,14,12
6500,37,29200,14,12
6501,30,-3,13,13
6502,33,-3,13,13
6503,23,65838,12,12
6504,26,65838,12,12
6505,33,9800,8,14
6506,31,69125,16,16
6507,28,6100,-3,13
6508,33,6100,-3,13
6509,23,17500,12,12
6510,26,17500,12,12
6511,17,-3,12,12
6512,27,123950,12,17
6513,25,75000,14,14
6514,27,75000,14,14
6515,29,68626,12,20
6516,33,68626,12,20
6517,21,44300,12,13
6518,22,44300,12,13
6519,29,-4,12,14
6520,19,15000,14,12
6521,29,22500,12,12
6522,20,-3,14,16
6523,25,17000,12,12
6524,33,162501,17,16
6525,35,162501,17,16
6526,34,14000,16,14
6527,22,-4,11,12
6528,37,-3,18,13
6529,18,7600,12,14
6530,22,7600,12,14
6531,36,40750,-3,16
6532,23,68360,-3,12
6533,24,8000,11,14
6534,21,52000,12,12
6535,23,-4,12,12
6536,21,49000,13,13
6537,-3,82000,12,14
6538,26,19800,15,16
6539,30,19800,15,16
6540,20,34000,-4,14
6541,26,81000,14,20
6542,34,42500,16,14
6543,26,29262,14,14
6544,31,27750,15,16
6545,22,75000,12,12
6546,30,-3,19,12
6547,27,88000,19,13
6548,30,56759,14,17
6549,30,120900,12,12
6550,24,79500,12,15
6551,32,-3,12,12
6552,25,41000,16,12
6553,22,54168,11,12
6554,24,54168,11,12
6555,26,54168,11,12
6556,21,73750,11,14
6557,22,73750,11,14
6558,24,50348,14,15
6559,30,70950,16,16
6560,20,11612,-3,9
6561,21,62723,14,12
6562,22,62723,14,12
6563,24,62723,14,12
6564,23,99000,10,10
6565,35,21613,16,10
6566,28,25637,12,12
6567,29,25637,12,12
6568,22,22400,13,15
6569,25,22400,13,15
6570,18,25950,12,14
6571,24,26700,7,12
6572,24,-3,7,11
6573,26,16242,-4,7
6574,21,1500,-3,11
6575,21,58113,14,14
6576,20,23652,11,11
6577,22,12500,12,16
6578,30,10852,-3,12
6579,18,30000,10,8
6580,28,5000,7,8
6581,31,25000,6,6
6582,20,17500,6,6
6583,21,13200,6,6
6584,23,13200,6,6
6585,25,13200,6,6
6586,18,-4,5,5
6587,22,-4,5,5
6588,30,34000,12,12
6589,15,9000,12,14
6590,25,9000,11,11
6591,16,-3,-4,12
6592,20,-4,12,12
6593,15,-4,12,12
6594,21,-4,11,11
6595,17,8676,-3,12
6596,23,-4,14,13
6597,25,11360,11,11
6598,36,-4,-3,-3
6599,38,-4,-3,-3
6600,27,-4,-4,12
6601,43,-4,-4,11
6602,27,-3,8,7
6603,31,-3,8,7
6604,28,-3,6,6
6605,23,21600,11,11
6606,34,30600,6,3
6607,36,30600,6,3
6608,33,-3,5,4
6609,34,-3,5,4
6610,33,9000,5,6
6611,27,9600,5,3
6612,29,9600,5,3
6613,30,9600,5,3
6614,37,-4,-3,4
6615,38,46000,4,3
6616,34,9200,17,6
6617,37,9200,17,6
6618,30,-4,7,6
6619,24,17800,6,9
6620,25,11000,6,8
6621,17,-4,7,14
6622,18,-4,7,14
6623,36,-4,-4,5
6624,32,14400,-3,9
6625,27,17526,6,6
6626,24,-3,5,11
6627,19,-4,-3,4
6628,21,-4,-3,4
6629,25,20000,-4,8
6630,15,-4,3,11
6631,29,-3,6,6
6632,31,-3,6,6
6633,20,-4,16,12
6634,22,-4,16,12
6635,32,-4,14,15
6636,22,77000,14,12
6637,25,246474,15,14
6638,27,-4,-4,6
6639,34,-4,5,5
6640,-3,10000,-4,-4
6641,31,14840,15,7
6642,23,-4,-4,-3
6643,26,-4,-4,-3
6644,21,25006,5,6
6645,33,9000,-3,2
6646,17,14000,-3,10
6647,18,20000,15,5
6648,19,20000,15,5
6649,25,-4,6,2
6650,26,-4,6,2
6651,28,-4,6,2
6652,20,3400,-3,12
6653,15,9600,6,6
6654,17,9600,6,6
6655,27,25200,3,6
6656,27,25200,3,6
6657,24,-4,11,11
6658,25,25000,4,2
6659,27,25000,4,2
6660,29,55000,14,12
6661,31,55000,14,12
6662,32,55000,14,12
6663,33,19000,-3,-3
6664,35,19000,-3,-3
6665,25,-4,-4,-3
6667,16,0,-4,8
6668,25,-4,-3,-3
6669,27,-4,-3,-3
6670,24,25400,6,11
6671,20,66100,12,12
6672,22,-3,11,11
6673,17,0,3,3
6674,35,30000,3,3
6675,25,-4,4,10
6676,27,-4,4,10
6677,19,-3,-3,11
6678,25,-4,-3,-3
6679,21,-3,-3,11
6680,25,31000,3,8
6681,26,31000,3,8
6682,15,48000,12,16
6683,25,-3,-4,6
6684,28,-4,-3,11
6685,20,-3,12,16
6686,20,-3,12,12
6687,-3,12550,-3,-3
6688,-3,12550,-3,-4
6689,-3,12550,-3,-4
6690,21,-4,-4,11
6692,38,-4,-3,6
6693,28,17500,8,12
6694,-3,6000,9,11
6695,25,-3,12,12
6696,28,-3,12,12
6697,25,-4,12,15
6698,13,0,-4,10
6699,24,-4,15,12
6700,25,22000,3,2
6701,27,22000,3,2
6702,37,58000,14,12
6703,29,-4,-3,6
6704,31,-4,-3,6
6705,35,9500,-3,9
6706,40,58750,-3,6
6707,21,16000,3,6
6708,22,16000,3,6
6709,30,20000,-3,10
6710,31,20000,-3,10
6711,19,33400,11,5
6712,22,33400,11,5
6713,-3,34000,3,-4
6714,34,-3,12,12
6715,22,17300,-3,9
6716,23,-3,7,14
6717,39,-4,-3,12
6718,19,-4,7,-3
6719,30,-4,7,7
6720,24,42000,5,12
6721,32,76000,14,12
6722,-3,15300,6,8
6723,-3,15300,6,8
6724,-3,15300,6,8
6725,28,18000,6,6
6726,22,33000,6,6
6727,20,41000,-3,12
6728,21,41000,-3,12
6729,27,41250,13,12
6730,17,31000,-4,-3
6731,26,81100,15,18
6732,29,81100,15,18
6733,23,97517,-3,16
6734,26,-3,12,12
6735,19,-4,-3,12
6736,20,-3,-4,11
6737,26,-4,12,13
6738,24,130800,16,20
6739,20,-4,11,14
6740,20,-4,-3,-3
6741,20,0,-4,10
6742,25,-4,8,8
6743,25,-4,8,8
6744,21,-4,8,10
6745,23,-4,8,10
6746,24,-4,6,10
6747,21,-3,12,12
6748,24,-4,12,12
6749,25,-4,12,12
6750,19,-4,16,14
6751,21,-4,16,14
6752,29,24000,12,-3
6753,33,24000,12,-3
6754,-3,0,-3,-3
6755,29,0,-4,14
6756,22,0,12,12
6757,34,32000,16,14
6758,20,30000,10,10
6759,22,13000,-3,9
6760,24,13000,-3,9
6761,24,19200,6,4
6762,21,29000,6,6
6763,20,-4,12,12
6764,25,30000,8,9
6765,20,-4,-3,6
6766,18,-4,7,6
6767,21,-4,7,6
6768,-3,-4,7,6
6769,34,-4,3,3
6770,37,-4,3,3
6771,27,-4,10,12
6772,29,-4,10,12
6773,27,70000,10,17
6774,20,-4,12,-3
6775,21,-4,-3,8
6776,20,-4,13,12
6777,22,-4,13,12
6778,23,-4,13,12
6779,17,-4,8,8
6780,19,-4,8,8
6781,24,-3,6,6
6782,27,-3,6,6
6783,46,21976,-3,-3
6784,18,-4,9,9
6785,23,8760,-3,5
6786,25,8760,-3,5
6787,26,8760,-3,5
6788,15,-4,12,10
6789,17,-4,-3,10
6790,-3,20256,5,13
6791,31,7692,-3,8
6792,30,16200,6,10
6793,21,14000,9,6
6794,23,74216,12,12
6795,29,79800,12,14
6796,31,91012,12,12
6797,25,30000,-4,13
6798,18,600,12,13
6799,29,-4,6,7
6800,-3,-4,-3,-3
6801,29,-4,3,6
6802,29,23000,3,6
6803,-3,56530,7,13
6804,-3,56530,7,13
6805,22,29500,6,7
6806,20,35000,12,9
6807,24,35000,12,9
6808,18,18250,11,11
6809,24,48090,12,12
6810,24,39600,5,6
6811,28,39600,5,6
6812,22,12000,6,10
6813,25,12000,6,10
6814,23,19010,9,6
6815,21,56010,12,12
6816,23,56010,12,12
6817,18,15000,6,5
6818,20,-4,14,6
6819,21,21000,14,6
6820,19,19000,6,6
6821,17,-4,8,6
6822,19,-4,8,6
6823,22,15750,-3,12
6824,24,30800,6,5
6825,27,30800,6,5
6826,18,-3,9,14
6827,30,-3,12,12
6828,20,-4,12,12
6829,22,-4,12,12
6830,23,37000,12,12
6831,26,37000,12,12
6832,26,-3,12,12
6833,29,-3,12,13
6834,31,-3,12,13
6835,26,5000,13,12
6836,22,-4,12,16
6837,23,-3,16,12
6838,26,-3,12,12
6839,24,-4,13,12
6840,26,-4,13,12
6841,20,4500,-4,12
6842,22,4500,-4,12
6843,19,28000,-3,12
6844,23,28000,-3,12
6845,25,0,-3,-3
6846,-3,19608,14,12
6847,-3,19608,-3,-4
6848,22,507,6,8
6849,22,3600,-4,13
6850,34,18000,18,6
6851,22,-4,6,11
6852,24,-4,6,11
6853,10,-4,-3,12
6854,22,32000,12,9
6855,24,-4,-4,12
6856,20,19800,12,12
6857,13,6000,-3,9
6858,15,6000,-3,9
6859,29,24000,-3,-3
6860,31,24000,-3,-3
6861,38,15000,14,12
6862,29,-4,18,14
6863,24,25450,12,12
6864,20,-4,-3,12
6865,30,-4,16,16
6866,25,60000,13,13
6867,28,60000,13,13
6868,-3,33400,-4,-4
6869,21,18000,-3,15
6870,24,18000,-3,15
6871,25,18000,-3,15
6872,27,20500,-3,13
6873,19,21000,10,12
6874,15,15000,12,12
6875,17,15000,12,12
6876,28,23000,11,11
6877,24,4968,-3,11
6878,17,-4,-3,12
6879,-3,16000,12,12
6880,20,16000,12,12
6881,16,750,12,10
6882,17,750,12,10
6883,19,750,12,10
6884,21,-4,9,11
6885,21,-4,9,11
6886,18,26324,-3,12
6887,22,26324,-3,12
6888,22,32000,12,14
6889,25,32000,12,14
6890,21,-3,10,12
6891,34,-3,14,15
6892,21,-3,12,13
6893,24,-3,11,12
6894,25,-3,11,11
6895,17,6250,12,12
6896,-3,6250,12,12
6897,28,12250,12,12
6898,29,12250,12,12
6899,28,0,95,12
6900,-3,42400,13,14
6901,22,-3,12,12
6902,38,-3,12,14
6903,25,3800,-4,14
6904,25,-3,-4,17
6905,29,-3,-4,17
6906,24,5950,-3,12
6907,30,-4,3,3
6908,21,-4,6,3
6909,26,-4,-4,10
6910,27,20900,3,12
6911,18,-3,13,10
6912,24,44220,7,8
6913,26,29,9,2
6914,21,6,-3,6
6915,21,6,-3,6
