originalid,year,colenr
6669,2001,1. Not enrolled
586,2001,1. Not enrolled
5077,2001,1. Not enrolled
6144,2001,1. Not enrolled
5000,2001,1. Not enrolled
7496,2001,2. 2-year college 
5028,2001,1. Not enrolled
3705,2001,3. 4-year college
276,2001,1. Not enrolled
5926,2001,1. Not enrolled
2529,2001,1. Not enrolled
2828,2001,1. Not enrolled
3396,2001,
7083,2001,3. 4-year college
5343,2001,1. Not enrolled
703,2001,1. Not enrolled
8430,2001,1. Not enrolled
7675,2001,1. Not enrolled
4761,2001,1. Not enrolled
4787,2001,2. 2-year college 
4468,2001,1. Not enrolled
4409,2001,3. 4-year college
7658,2001,1. Not enrolled
2135,2001,1. Not enrolled
6321,2001,1. Not enrolled
4079,2001,1. Not enrolled
1241,2001,3. 4-year college
2853,2001,1. Not enrolled
1055,2001,1. Not enrolled
4691,2001,2. 2-year college 
3749,2001,1. Not enrolled
4565,2001,1. Not enrolled
1185,2001,1. Not enrolled
4221,2001,1. Not enrolled
1425,2001,1. Not enrolled
1351,2001,2. 2-year college 
784,2001,2. 2-year college 
3813,2001,1. Not enrolled
3378,2001,3. 4-year college
8469,2001,1. Not enrolled
1135,2001,1. Not enrolled
2473,2001,1. Not enrolled
2939,2001,1. Not enrolled
5031,2001,3. 4-year college
2050,2001,3. 4-year college
450,2001,3. 4-year college
1213,2001,1. Not enrolled
8718,2001,1. Not enrolled
7305,2001,1. Not enrolled
3900,2001,1. Not enrolled
1627,2001,2. 2-year college 
275,2001,1. Not enrolled
5051,2001,1. Not enrolled
315,2001,2. 2-year college 
2993,2001,1. Not enrolled
1646,2001,2. 2-year college 
965,2001,1. Not enrolled
1239,2001,3. 4-year college
205,2001,1. Not enrolled
6145,2001,1. Not enrolled
720,2001,1. Not enrolled
6967,2001,1. Not enrolled
6453,2001,1. Not enrolled
2670,2001,3. 4-year college
8328,2001,1. Not enrolled
3244,2001,3. 4-year college
8510,2001,1. Not enrolled
6807,2001,1. Not enrolled
3390,2001,1. Not enrolled
6364,2001,1. Not enrolled
1208,2001,1. Not enrolled
6410,2001,3. 4-year college
321,2001,1. Not enrolled
2429,2001,
6104,2001,1. Not enrolled
5032,2001,1. Not enrolled
2241,2001,1. Not enrolled
304,2001,2. 2-year college 
4654,2001,1. Not enrolled
7914,2001,1. Not enrolled
8280,2001,3. 4-year college
5829,2001,1. Not enrolled
7532,2001,1. Not enrolled
4760,2001,1. Not enrolled
2349,2001,1. Not enrolled
4885,2001,3. 4-year college
6576,2001,1. Not enrolled
3601,2001,3. 4-year college
5147,2001,1. Not enrolled
8948,2001,1. Not enrolled
564,2001,1. Not enrolled
2909,2001,1. Not enrolled
1925,2001,2. 2-year college 
2390,2001,1. Not enrolled
8426,2001,1. Not enrolled
6789,2001,1. Not enrolled
3046,2001,1. Not enrolled
5442,2001,1. Not enrolled
4786,2001,1. Not enrolled
2799,2001,1. Not enrolled
8850,2001,1. Not enrolled
4433,2001,1. Not enrolled
81,2001,1. Not enrolled
8498,2001,2. 2-year college 
4859,2001,1. Not enrolled
4631,2001,3. 4-year college
4485,2001,1. Not enrolled
3009,2001,3. 4-year college
3566,2001,1. Not enrolled
7239,2001,1. Not enrolled
7102,2001,1. Not enrolled
227,2001,1. Not enrolled
4250,2001,1. Not enrolled
865,2001,1. Not enrolled
3449,2001,2. 2-year college 
8170,2001,3. 4-year college
1413,2001,1. Not enrolled
2969,2001,1. Not enrolled
2200,2001,1. Not enrolled
1433,2001,1. Not enrolled
7050,2001,3. 4-year college
3715,2001,1. Not enrolled
6704,2001,1. Not enrolled
7931,2001,3. 4-year college
6661,2001,1. Not enrolled
1973,2001,1. Not enrolled
7604,2001,1. Not enrolled
7991,2001,1. Not enrolled
2886,2001,1. Not enrolled
5961,2001,1. Not enrolled
6874,2001,2. 2-year college 
6439,2001,1. Not enrolled
5896,2001,1. Not enrolled
2244,2001,1. Not enrolled
4256,2001,1. Not enrolled
7024,2001,1. Not enrolled
8974,2001,1. Not enrolled
7651,2001,2. 2-year college 
3016,2001,1. Not enrolled
8500,2001,1. Not enrolled
6127,2001,1. Not enrolled
7911,2001,1. Not enrolled
3821,2001,1. Not enrolled
8326,2001,1. Not enrolled
553,2001,
4813,2001,3. 4-year college
5544,2001,1. Not enrolled
4019,2001,1. Not enrolled
4744,2001,1. Not enrolled
4552,2001,3. 4-year college
4509,2001,1. Not enrolled
6317,2001,1. Not enrolled
1823,2001,1. Not enrolled
2002,2001,1. Not enrolled
4949,2001,1. Not enrolled
1991,2001,1. Not enrolled
8132,2001,1. Not enrolled
6584,2001,1. Not enrolled
6933,2001,1. Not enrolled
5455,2001,1. Not enrolled
7139,2001,1. Not enrolled
6873,2001,1. Not enrolled
3637,2001,1. Not enrolled
7529,2001,1. Not enrolled
7695,2001,1. Not enrolled
3565,2001,1. Not enrolled
7320,2001,1. Not enrolled
6164,2001,1. Not enrolled
1481,2001,1. Not enrolled
6936,2001,1. Not enrolled
2337,2001,1. Not enrolled
5598,2001,1. Not enrolled
7376,2001,1. Not enrolled
8102,2001,1. Not enrolled
330,2001,
8608,2001,1. Not enrolled
1992,2001,1. Not enrolled
2308,2001,1. Not enrolled
8381,2001,1. Not enrolled
2642,2001,1. Not enrolled
7082,2001,3. 4-year college
7561,2001,1. Not enrolled
4901,2001,1. Not enrolled
7167,2001,1. Not enrolled
8760,2001,3. 4-year college
3763,2001,1. Not enrolled
419,2001,1. Not enrolled
7410,2001,1. Not enrolled
2765,2001,3. 4-year college
5840,2001,3. 4-year college
8951,2001,1. Not enrolled
729,2001,1. Not enrolled
8113,2001,1. Not enrolled
251,2001,3. 4-year college
7179,2001,1. Not enrolled
8478,2001,
2930,2001,3. 4-year college
4705,2001,1. Not enrolled
5058,2001,1. Not enrolled
4369,2001,1. Not enrolled
3884,2001,1. Not enrolled
4954,2001,1. Not enrolled
8431,2001,1. Not enrolled
4910,2001,1. Not enrolled
3032,2001,1. Not enrolled
183,2001,2. 2-year college 
3793,2001,1. Not enrolled
2996,2001,1. Not enrolled
3882,2001,1. Not enrolled
5180,2001,3. 4-year college
6541,2001,3. 4-year college
8661,2001,1. Not enrolled
7350,2001,1. Not enrolled
7117,2001,1. Not enrolled
8611,2001,1. Not enrolled
7277,2001,1. Not enrolled
8860,2001,3. 4-year college
5380,2001,3. 4-year college
1040,2001,2. 2-year college 
675,2001,1. Not enrolled
6528,2001,1. Not enrolled
4443,2001,1. Not enrolled
5121,2001,
8803,2001,1. Not enrolled
3938,2001,1. Not enrolled
4447,2001,3. 4-year college
5526,2001,1. Not enrolled
8416,2001,3. 4-year college
6752,2001,2. 2-year college 
396,2001,1. Not enrolled
531,2001,1. Not enrolled
6189,2001,1. Not enrolled
6577,2001,1. Not enrolled
2155,2001,1. Not enrolled
1966,2001,1. Not enrolled
873,2001,1. Not enrolled
8367,2001,1. Not enrolled
6905,2001,1. Not enrolled
2763,2001,1. Not enrolled
6717,2001,1. Not enrolled
8679,2001,1. Not enrolled
4328,2001,2. 2-year college 
7042,2001,1. Not enrolled
4178,2001,1. Not enrolled
6831,2001,1. Not enrolled
3080,2001,1. Not enrolled
8926,2001,1. Not enrolled
829,2001,
2846,2001,1. Not enrolled
8758,2001,1. Not enrolled
6119,2001,1. Not enrolled
7096,2001,3. 4-year college
648,2001,1. Not enrolled
1540,2001,1. Not enrolled
7601,2001,1. Not enrolled
8156,2001,1. Not enrolled
7329,2001,1. Not enrolled
1464,2001,1. Not enrolled
2186,2001,1. Not enrolled
4547,2001,3. 4-year college
5503,2001,1. Not enrolled
6352,2001,1. Not enrolled
1483,2001,1. Not enrolled
6238,2001,1. Not enrolled
7316,2001,1. Not enrolled
1024,2001,3. 4-year college
5643,2001,1. Not enrolled
1359,2001,2. 2-year college 
6482,2001,1. Not enrolled
7078,2001,1. Not enrolled
8752,2001,3. 4-year college
5728,2001,1. Not enrolled
5969,2001,1. Not enrolled
3000,2001,
6241,2001,3. 4-year college
5779,2001,3. 4-year college
7001,2001,1. Not enrolled
3950,2001,1. Not enrolled
5582,2001,1. Not enrolled
4480,2001,1. Not enrolled
7048,2001,2. 2-year college 
7802,2001,2. 2-year college 
3792,2001,1. Not enrolled
1187,2001,1. Not enrolled
8341,2001,1. Not enrolled
3832,2001,3. 4-year college
1354,2001,1. Not enrolled
7968,2001,1. Not enrolled
6207,2001,1. Not enrolled
7828,2001,1. Not enrolled
7641,2001,3. 4-year college
5577,2001,1. Not enrolled
7697,2001,2. 2-year college 
6866,2001,1. Not enrolled
7352,2001,1. Not enrolled
3682,2001,3. 4-year college
700,2001,1. Not enrolled
6182,2001,1. Not enrolled
2482,2001,3. 4-year college
692,2001,1. Not enrolled
7392,2001,1. Not enrolled
4934,2001,1. Not enrolled
2487,2001,1. Not enrolled
8567,2001,1. Not enrolled
1281,2001,1. Not enrolled
6386,2001,3. 4-year college
64,2001,1. Not enrolled
988,2001,3. 4-year college
7318,2001,1. Not enrolled
4219,2001,3. 4-year college
8428,2001,1. Not enrolled
5260,2001,1. Not enrolled
7228,2001,1. Not enrolled
8503,2001,1. Not enrolled
1786,2001,1. Not enrolled
915,2001,3. 4-year college
7930,2001,1. Not enrolled
4753,2001,2. 2-year college 
7254,2001,1. Not enrolled
2610,2001,2. 2-year college 
7349,2001,1. Not enrolled
8555,2001,1. Not enrolled
7666,2001,1. Not enrolled
1752,2001,3. 4-year college
4050,2001,2. 2-year college 
8452,2001,1. Not enrolled
1926,2001,1. Not enrolled
6542,2001,1. Not enrolled
1383,2001,1. Not enrolled
2107,2001,1. Not enrolled
4198,2001,3. 4-year college
1088,2001,1. Not enrolled
4176,2001,3. 4-year college
3750,2001,1. Not enrolled
4469,2001,1. Not enrolled
5122,2001,1. Not enrolled
2563,2001,1. Not enrolled
3946,2001,1. Not enrolled
6327,2001,3. 4-year college
4511,2001,1. Not enrolled
7715,2001,1. Not enrolled
8680,2001,1. Not enrolled
8842,2001,1. Not enrolled
2936,2001,1. Not enrolled
3627,2001,3. 4-year college
5518,2001,1. Not enrolled
5041,2001,1. Not enrolled
1412,2001,2. 2-year college 
1720,2001,1. Not enrolled
7482,2001,2. 2-year college 
896,2001,1. Not enrolled
7990,2001,1. Not enrolled
1289,2001,3. 4-year college
3166,2001,3. 4-year college
759,2001,3. 4-year college
3747,2001,1. Not enrolled
8094,2001,1. Not enrolled
1224,2001,1. Not enrolled
1370,2001,1. Not enrolled
7280,2001,1. Not enrolled
8256,2001,1. Not enrolled
8387,2001,1. Not enrolled
7906,2001,3. 4-year college
7765,2001,1. Not enrolled
6644,2001,1. Not enrolled
2470,2001,1. Not enrolled
787,2001,1. Not enrolled
5749,2001,1. Not enrolled
149,2001,2. 2-year college 
7859,2001,1. Not enrolled
5307,2001,2. 2-year college 
3220,2001,1. Not enrolled
4114,2001,
6657,2001,2. 2-year college 
7099,2001,2. 2-year college 
8935,2001,1. Not enrolled
664,2001,1. Not enrolled
4034,2001,1. Not enrolled
1633,2001,3. 4-year college
6779,2001,1. Not enrolled
6376,2001,1. Not enrolled
2392,2001,3. 4-year college
5860,2001,2. 2-year college 
6446,2001,1. Not enrolled
8335,2001,1. Not enrolled
4245,2001,1. Not enrolled
1983,2001,1. Not enrolled
6260,2001,3. 4-year college
585,2001,3. 4-year college
7743,2001,1. Not enrolled
7622,2001,3. 4-year college
2385,2001,3. 4-year college
5678,2001,1. Not enrolled
7777,2001,1. Not enrolled
3227,2001,1. Not enrolled
7443,2001,2. 2-year college 
7603,2001,3. 4-year college
3877,2001,1. Not enrolled
293,2001,3. 4-year college
6068,2001,1. Not enrolled
6847,2001,1. Not enrolled
4067,2001,1. Not enrolled
3382,2001,1. Not enrolled
5437,2001,1. Not enrolled
1746,2001,2. 2-year college 
2882,2001,1. Not enrolled
5637,2001,1. Not enrolled
5699,2001,1. Not enrolled
2945,2001,3. 4-year college
4958,2001,1. Not enrolled
6677,2001,1. Not enrolled
3189,2001,3. 4-year college
3144,2001,3. 4-year college
7012,2001,3. 4-year college
1575,2001,2. 2-year college 
6476,2001,1. Not enrolled
6575,2001,1. Not enrolled
8054,2001,1. Not enrolled
4740,2001,3. 4-year college
7811,2001,1. Not enrolled
1328,2001,1. Not enrolled
3690,2001,1. Not enrolled
2402,2001,1. Not enrolled
6950,2001,1. Not enrolled
1921,2001,1. Not enrolled
7180,2001,2. 2-year college 
6420,2001,1. Not enrolled
3511,2001,1. Not enrolled
2168,2001,1. Not enrolled
340,2001,2. 2-year college 
8432,2001,1. Not enrolled
7381,2001,3. 4-year college
8961,2001,1. Not enrolled
799,2001,3. 4-year college
4024,2001,3. 4-year college
5247,2001,1. Not enrolled
289,2001,1. Not enrolled
7434,2001,1. Not enrolled
2062,2001,3. 4-year college
6686,2001,1. Not enrolled
421,2001,1. Not enrolled
5284,2001,1. Not enrolled
4866,2001,3. 4-year college
5067,2001,1. Not enrolled
194,2001,1. Not enrolled
6609,2001,1. Not enrolled
4083,2001,2. 2-year college 
4640,2001,1. Not enrolled
6663,2001,1. Not enrolled
1033,2001,1. Not enrolled
7786,2001,3. 4-year college
6121,2001,1. Not enrolled
8036,2001,1. Not enrolled
1499,2001,3. 4-year college
215,2001,1. Not enrolled
8315,2001,3. 4-year college
4099,2001,3. 4-year college
8216,2001,1. Not enrolled
3615,2001,1. Not enrolled
8265,2001,1. Not enrolled
144,2001,2. 2-year college 
8775,2001,1. Not enrolled
3179,2001,1. Not enrolled
7087,2001,1. Not enrolled
2701,2001,2. 2-year college 
8724,2001,3. 4-year college
1939,2001,1. Not enrolled
6969,2001,2. 2-year college 
7888,2001,1. Not enrolled
2517,2001,1. Not enrolled
7769,2001,1. Not enrolled
5551,2001,1. Not enrolled
7739,2001,1. Not enrolled
1975,2001,1. Not enrolled
6138,2001,1. Not enrolled
6418,2001,3. 4-year college
1698,2001,3. 4-year college
2962,2001,2. 2-year college 
6951,2001,3. 4-year college
3969,2001,1. Not enrolled
3791,2001,3. 4-year college
1977,2001,1. Not enrolled
3608,2001,1. Not enrolled
2997,2001,3. 4-year college
3003,2001,1. Not enrolled
3917,2001,1. Not enrolled
3953,2001,1. Not enrolled
230,2001,1. Not enrolled
7435,2001,1. Not enrolled
3401,2001,1. Not enrolled
1484,2001,3. 4-year college
5135,2001,1. Not enrolled
6522,2001,1. Not enrolled
2530,2001,1. Not enrolled
4309,2001,2. 2-year college 
2940,2001,1. Not enrolled
2445,2001,1. Not enrolled
5429,2001,1. Not enrolled
2760,2001,1. Not enrolled
2194,2001,1. Not enrolled
1036,2001,1. Not enrolled
4040,2001,3. 4-year college
4703,2001,2. 2-year college 
6251,2001,1. Not enrolled
5605,2001,1. Not enrolled
1196,2001,1. Not enrolled
3795,2001,1. Not enrolled
8255,2001,3. 4-year college
1100,2001,1. Not enrolled
5362,2001,1. Not enrolled
5630,2001,1. Not enrolled
6687,2001,1. Not enrolled
5076,2001,1. Not enrolled
2038,2001,1. Not enrolled
1377,2001,1. Not enrolled
7545,2001,1. Not enrolled
7262,2001,1. Not enrolled
7555,2001,1. Not enrolled
7848,2001,1. Not enrolled
3949,2001,1. Not enrolled
7741,2001,1. Not enrolled
7297,2001,1. Not enrolled
5052,2001,2. 2-year college 
3230,2001,1. Not enrolled
5976,2001,1. Not enrolled
6158,2001,1. Not enrolled
6806,2001,2. 2-year college 
6515,2001,1. Not enrolled
8993,2001,3. 4-year college
1361,2001,3. 4-year college
6311,2001,1. Not enrolled
4583,2001,3. 4-year college
7321,2001,1. Not enrolled
5048,2001,1. Not enrolled
384,2001,3. 4-year college
7600,2001,1. Not enrolled
3438,2001,1. Not enrolled
107,2001,3. 4-year college
4390,2001,1. Not enrolled
6074,2001,2. 2-year college 
1471,2001,1. Not enrolled
4581,2001,2. 2-year college 
8627,2001,1. Not enrolled
996,2001,2. 2-year college 
1659,2001,1. Not enrolled
1095,2001,1. Not enrolled
5856,2001,1. Not enrolled
8468,2001,1. Not enrolled
8022,2001,1. Not enrolled
1212,2001,1. Not enrolled
3975,2001,
4681,2001,1. Not enrolled
842,2001,3. 4-year college
6015,2001,1. Not enrolled
1766,2001,1. Not enrolled
8930,2001,1. Not enrolled
3477,2001,1. Not enrolled
2548,2001,1. Not enrolled
4792,2001,3. 4-year college
643,2001,1. Not enrolled
3192,2001,3. 4-year college
3407,2001,1. Not enrolled
5035,2001,1. Not enrolled
3703,2001,3. 4-year college
8264,2001,1. Not enrolled
4322,2001,1. Not enrolled
5570,2001,1. Not enrolled
5853,2001,2. 2-year college 
5192,2001,3. 4-year college
1771,2001,3. 4-year college
3589,2001,1. Not enrolled
4781,2001,1. Not enrolled
4826,2001,3. 4-year college
6206,2001,1. Not enrolled
7881,2001,1. Not enrolled
706,2001,1. Not enrolled
8557,2001,1. Not enrolled
2338,2001,1. Not enrolled
1071,2001,1. Not enrolled
2485,2001,1. Not enrolled
4880,2001,1. Not enrolled
1853,2001,3. 4-year college
760,2001,3. 4-year college
8689,2001,1. Not enrolled
7487,2001,1. Not enrolled
5906,2001,3. 4-year college
507,2001,1. Not enrolled
6892,2001,1. Not enrolled
4264,2001,1. Not enrolled
3820,2001,1. Not enrolled
8630,2001,1. Not enrolled
284,2001,1. Not enrolled
2271,2001,3. 4-year college
4928,2001,
7749,2001,1. Not enrolled
1345,2001,2. 2-year college 
2283,2001,1. Not enrolled
167,2001,1. Not enrolled
7826,2001,1. Not enrolled
8281,2001,1. Not enrolled
6662,2001,1. Not enrolled
4403,2001,1. Not enrolled
8294,2001,1. Not enrolled
8266,2001,2. 2-year college 
31,2001,3. 4-year college
234,2001,1. Not enrolled
1620,2001,1. Not enrolled
5109,2001,1. Not enrolled
6315,2001,1. Not enrolled
3176,2001,3. 4-year college
1608,2001,1. Not enrolled
3313,2001,1. Not enrolled
8687,2001,1. Not enrolled
4895,2001,3. 4-year college
725,2001,3. 4-year college
4935,2001,1. Not enrolled
5506,2001,1. Not enrolled
7468,2001,3. 4-year college
4450,2001,1. Not enrolled
4461,2001,1. Not enrolled
5842,2001,2. 2-year college 
6048,2001,1. Not enrolled
3066,2001,3. 4-year college
6371,2001,1. Not enrolled
8082,2001,3. 4-year college
3239,2001,1. Not enrolled
713,2001,1. Not enrolled
6013,2001,1. Not enrolled
7072,2001,2. 2-year college 
369,2001,1. Not enrolled
1586,2001,1. Not enrolled
1874,2001,3. 4-year college
2956,2001,2. 2-year college 
753,2001,2. 2-year college 
4161,2001,1. Not enrolled
4711,2001,2. 2-year college 
3271,2001,1. Not enrolled
6631,2001,1. Not enrolled
2891,2001,1. Not enrolled
4870,2001,3. 4-year college
8532,2001,1. Not enrolled
337,2001,1. Not enrolled
3704,2001,1. Not enrolled
4804,2001,2. 2-year college 
5313,2001,1. Not enrolled
2346,2001,3. 4-year college
4107,2001,1. Not enrolled
3301,2001,1. Not enrolled
1403,2001,1. Not enrolled
5719,2001,1. Not enrolled
5878,2001,3. 4-year college
2051,2001,3. 4-year college
130,2001,3. 4-year college
8973,2001,2. 2-year college 
6656,2001,1. Not enrolled
3451,2001,1. Not enrolled
8241,2001,1. Not enrolled
3930,2001,1. Not enrolled
2539,2001,
4758,2001,1. Not enrolled
5253,2001,1. Not enrolled
3306,2001,1. Not enrolled
3256,2001,1. Not enrolled
7617,2001,1. Not enrolled
3737,2001,1. Not enrolled
1520,2001,1. Not enrolled
5196,2001,1. Not enrolled
4419,2001,1. Not enrolled
6586,2001,1. Not enrolled
3263,2001,1. Not enrolled
4043,2001,1. Not enrolled
2171,2001,3. 4-year college
1539,2001,1. Not enrolled
4119,2001,1. Not enrolled
3812,2001,1. Not enrolled
5571,2001,2. 2-year college 
741,2001,3. 4-year college
7248,2001,1. Not enrolled
5885,2001,1. Not enrolled
3753,2001,1. Not enrolled
2373,2001,2. 2-year college 
4896,2001,1. Not enrolled
1297,2001,3. 4-year college
288,2001,1. Not enrolled
5075,2001,1. Not enrolled
8808,2001,2. 2-year college 
7748,2001,1. Not enrolled
4035,2001,1. Not enrolled
1932,2001,3. 4-year college
1998,2001,1. Not enrolled
6114,2001,1. Not enrolled
1029,2001,1. Not enrolled
7230,2001,1. Not enrolled
5468,2001,1. Not enrolled
4306,2001,
473,2001,1. Not enrolled
1010,2001,1. Not enrolled
2477,2001,1. Not enrolled
2293,2001,1. Not enrolled
1726,2001,1. Not enrolled
7016,2001,1. Not enrolled
4069,2001,1. Not enrolled
7292,2001,3. 4-year college
4032,2001,1. Not enrolled
5298,2001,1. Not enrolled
6853,2001,
6399,2001,3. 4-year college
408,2001,1. Not enrolled
914,2001,1. Not enrolled
3530,2001,1. Not enrolled
1920,2001,3. 4-year college
3002,2001,1. Not enrolled
4008,2001,1. Not enrolled
997,2001,1. Not enrolled
3395,2001,1. Not enrolled
6685,2001,2. 2-year college 
6822,2001,1. Not enrolled
901,2001,1. Not enrolled
6282,2001,1. Not enrolled
1562,2001,1. Not enrolled
4545,2001,1. Not enrolled
7952,2001,1. Not enrolled
7289,2001,1. Not enrolled
1901,2001,1. Not enrolled
4108,2001,3. 4-year college
8823,2001,1. Not enrolled
4138,2001,3. 4-year college
8579,2001,3. 4-year college
5353,2001,1. Not enrolled
2703,2001,3. 4-year college
2163,2001,3. 4-year college
8295,2001,1. Not enrolled
3184,2001,1. Not enrolled
1260,2001,1. Not enrolled
7832,2001,1. Not enrolled
4952,2001,1. Not enrolled
766,2001,1. Not enrolled
2329,2001,3. 4-year college
8502,2001,1. Not enrolled
7459,2001,
3997,2001,1. Not enrolled
7196,2001,2. 2-year college 
8862,2001,1. Not enrolled
6346,2001,1. Not enrolled
1982,2001,1. Not enrolled
3472,2001,1. Not enrolled
7514,2001,2. 2-year college 
7893,2001,1. Not enrolled
7456,2001,2. 2-year college 
3952,2001,1. Not enrolled
5127,2001,1. Not enrolled
6616,2001,2. 2-year college 
8151,2001,3. 4-year college
7965,2001,1. Not enrolled
2184,2001,2. 2-year college 
1176,2001,1. Not enrolled
5500,2001,1. Not enrolled
7540,2001,1. Not enrolled
3809,2001,1. Not enrolled
1675,2001,1. Not enrolled
5721,2001,1. Not enrolled
8584,2001,1. Not enrolled
7251,2001,1. Not enrolled
8365,2001,3. 4-year college
6218,2001,1. Not enrolled
2753,2001,1. Not enrolled
4313,2001,1. Not enrolled
1895,2001,1. Not enrolled
8370,2001,1. Not enrolled
4609,2001,1. Not enrolled
3265,2001,1. Not enrolled
1394,2001,1. Not enrolled
5382,2001,1. Not enrolled
327,2001,3. 4-year college
6095,2001,1. Not enrolled
5796,2001,2. 2-year college 
642,2001,1. Not enrolled
5750,2001,1. Not enrolled
5170,2001,1. Not enrolled
1173,2001,3. 4-year college
4782,2001,1. Not enrolled
3902,2001,1. Not enrolled
3757,2001,1. Not enrolled
7208,2001,1. Not enrolled
1308,2001,3. 4-year college
8114,2001,1. Not enrolled
8636,2001,1. Not enrolled
4709,2001,1. Not enrolled
8897,2001,1. Not enrolled
727,2001,1. Not enrolled
2285,2001,1. Not enrolled
1311,2001,1. Not enrolled
1069,2001,
3981,2001,1. Not enrolled
34,2001,1. Not enrolled
7080,2001,3. 4-year college
5079,2001,1. Not enrolled
2934,2001,2. 2-year college 
8329,2001,3. 4-year college
2704,2001,1. Not enrolled
4498,2001,1. Not enrolled
3157,2001,1. Not enrolled
3024,2001,1. Not enrolled
2897,2001,1. Not enrolled
6741,2001,1. Not enrolled
4978,2001,1. Not enrolled
1302,2001,1. Not enrolled
4412,2001,3. 4-year college
6621,2001,2. 2-year college 
7499,2001,1. Not enrolled
357,2001,2. 2-year college 
2591,2001,3. 4-year college
4021,2001,1. Not enrolled
8813,2001,1. Not enrolled
1288,2001,3. 4-year college
2156,2001,1. Not enrolled
5070,2001,1. Not enrolled
813,2001,3. 4-year college
8732,2001,1. Not enrolled
3311,2001,1. Not enrolled
6434,2001,1. Not enrolled
2533,2001,1. Not enrolled
970,2001,1. Not enrolled
3169,2001,1. Not enrolled
5944,2001,1. Not enrolled
1356,2001,1. Not enrolled
1261,2001,1. Not enrolled
4883,2001,1. Not enrolled
8648,2001,1. Not enrolled
2782,2001,1. Not enrolled
626,2001,1. Not enrolled
8420,2001,1. Not enrolled
6231,2001,1. Not enrolled
6294,2001,1. Not enrolled
4869,2001,1. Not enrolled
2145,2001,2. 2-year college 
5670,2001,1. Not enrolled
788,2001,3. 4-year college
7232,2001,1. Not enrolled
4438,2001,1. Not enrolled
7959,2001,1. Not enrolled
459,2001,1. Not enrolled
499,2001,
1388,2001,1. Not enrolled
933,2001,3. 4-year college
3346,2001,2. 2-year college 
2594,2001,1. Not enrolled
5883,2001,3. 4-year college
3706,2001,
2511,2001,1. Not enrolled
469,2001,3. 4-year college
5020,2001,1. Not enrolled
3261,2001,1. Not enrolled
958,2001,1. Not enrolled
503,2001,3. 4-year college
3948,2001,
2851,2001,1. Not enrolled
5561,2001,1. Not enrolled
6359,2001,1. Not enrolled
7799,2001,1. Not enrolled
2081,2001,1. Not enrolled
6509,2001,3. 4-year college
1278,2001,3. 4-year college
2985,2001,3. 4-year college
1961,2001,1. Not enrolled
1267,2001,1. Not enrolled
3643,2001,1. Not enrolled
335,2001,3. 4-year college
749,2001,3. 4-year college
3355,2001,1. Not enrolled
7222,2001,1. Not enrolled
6683,2001,3. 4-year college
4288,2001,3. 4-year college
8780,2001,1. Not enrolled
8177,2001,1. Not enrolled
3098,2001,1. Not enrolled
6606,2001,1. Not enrolled
4296,2001,3. 4-year college
1584,2001,1. Not enrolled
4030,2001,1. Not enrolled
452,2001,1. Not enrolled
2506,2001,1. Not enrolled
8185,2001,1. Not enrolled
4305,2001,1. Not enrolled
426,2001,1. Not enrolled
2322,2001,1. Not enrolled
3843,2001,3. 4-year college
1246,2001,1. Not enrolled
5466,2001,1. Not enrolled
3921,2001,1. Not enrolled
6325,2001,1. Not enrolled
2347,2001,1. Not enrolled
3159,2001,2. 2-year college 
927,2001,1. Not enrolled
7568,2001,1. Not enrolled
4598,2001,1. Not enrolled
4874,2001,1. Not enrolled
3383,2001,2. 2-year college 
1609,2001,1. Not enrolled
3214,2001,1. Not enrolled
6044,2001,1. Not enrolled
7150,2001,1. Not enrolled
6183,2001,1. Not enrolled
3308,2001,1. Not enrolled
8489,2001,1. Not enrolled
2018,2001,1. Not enrolled
6320,2001,1. Not enrolled
1729,2001,1. Not enrolled
7269,2001,1. Not enrolled
2412,2001,3. 4-year college
7559,2001,1. Not enrolled
7763,2001,1. Not enrolled
6017,2001,1. Not enrolled
4454,2001,1. Not enrolled
666,2001,3. 4-year college
3736,2001,2. 2-year college 
1032,2001,1. Not enrolled
1513,2001,1. Not enrolled
810,2001,1. Not enrolled
3542,2001,3. 4-year college
6735,2001,1. Not enrolled
3745,2001,1. Not enrolled
1270,2001,3. 4-year college
1411,2001,3. 4-year college
4406,2001,3. 4-year college
8285,2001,1. Not enrolled
7745,2001,2. 2-year college 
2775,2001,2. 2-year college 
6181,2001,1. Not enrolled
3978,2001,3. 4-year college
1030,2001,3. 4-year college
4967,2001,2. 2-year college 
8785,2001,1. Not enrolled
3434,2001,1. Not enrolled
1197,2001,1. Not enrolled
2309,2001,1. Not enrolled
575,2001,1. Not enrolled
5895,2001,1. Not enrolled
3033,2001,1. Not enrolled
8699,2001,2. 2-year college 
7062,2001,
7497,2001,1. Not enrolled
6292,2001,1. Not enrolled
6195,2001,1. Not enrolled
4850,2001,1. Not enrolled
4095,2001,1. Not enrolled
3830,2001,1. Not enrolled
881,2001,1. Not enrolled
318,2001,1. Not enrolled
4621,2001,1. Not enrolled
2664,2001,3. 4-year college
8872,2001,1. Not enrolled
4611,2001,1. Not enrolled
2000,2001,1. Not enrolled
8939,2001,1. Not enrolled
1391,2001,1. Not enrolled
4345,2001,1. Not enrolled
7201,2001,2. 2-year college 
3674,2001,1. Not enrolled
3957,2001,1. Not enrolled
307,2001,3. 4-year college
