id,creator,title,birth_year,death_year,collection,type,creation_date
142735,"House of Fabergé (Russian, 1842-1918)",Flower Study of Forget-Me-Nots,1842,1918,Decorative Arts,Miscellaneous,c. 1885-1915
142736,"House of Fabergé (Russian, 1842-1918)",Flower Study of a Miniature Lily of the Valley,1842,1918,Decorative Arts,Miscellaneous,c. 1885-1915
142781,"Mikhail Evlampievich Perkhin (Russian, 1860-1903)",Miniature Table with Compass,1860,1903,Decorative Arts,Miscellaneous,c. 1890-95
142781,"House of Fabergé (Russian, 1842-1918)",Miniature Table with Compass,1842,1918,Decorative Arts,Miscellaneous,c. 1890-95
131791,"Jacob Jordaens (Flemish, 1593-1678)",The Conversion of Saul with Christ and the Cross,1593,1678,DR - Flemish,Drawing,c. 1645-47
122339,"Giovanni Battista Cima da Conegliano (Italian, ca. 1459-1518)",Virgin and Child with Saints and Donors,ca. 1459,1518,P - Italian 16th & 17th Century,Painting,c. 1515
122339,Workshop,Virgin and Child with Saints and Donors,,,P - Italian 16th & 17th Century,Painting,c. 1515
157104,"Johan Barthold Jongkind (Dutch, 1819-1891)",The Seine at Bas-Meudon,1819,1891,Mod Euro - Painting 1800-1960,Painting,1865
162295,"Fulchran Jean Harriet (French, 1778-1805)",Oedipus at Colonus,1778,1805,P - French 18th Century,Painting,1798
108884,"Nicholas Hilliard (British, c. 1547-1619)","Portrait of Sir Anthony Mildmay, Knight of Apethorpe, Northants",c. 1547,1619,P - British before 1800,Portrait Miniature,c. 1590–93
149377,"Raphael (Italian, 1483-1520)","Studies of a Seated Female, Child's Head, and Three Studies of a Baby",1483,1520,DR - Italian,Drawing,c. 1507–8
117774,"Jean-Baptiste Pater (French, 1695-1736)",Dancers in a Pavilion,1695,1736,P - French 18th Century,Painting,1720s
145473,"Laurent de La Hyre (French, 1606-1656)",The Kiss of Peace and Justice,1606,1656,P - French 17th Century,Painting,1654
141603,"Joan Miró (Spanish, 1893-1983)",Woman with Blond Armpit Combing Her Hair by the Light of the Stars (recto),1893,1983,DR - Spanish,Drawing,1940
164836,"Charles L. Sallée (American, 1911-2006)",Bedtime,1911,2006,American - Cleveland School,Painting,1940
117768,"Giovanni Battista Piazzetta (Italian, 1682-1754)",A Flying Angel (recto),1682,1754,DR - Italian,Drawing,1723-1727
124733,"Albrecht Dürer (German, 1471-1528)",Dead Blue Roller,1471,1528,DR - German,Drawing,1583
124733,"Hans Hoffmann (German, 1545/50-1591/92)",Dead Blue Roller,1545/50,1591/92,DR - German,Drawing,1583
122324,Fontana Family (Italian),Charger Depicting a Boar Hunt,,,Decorative Arts,Ceramic,c. 1575
142733,"House of Fabergé (Russian, 1842-1918)",Flower Study of a Violet,1842,1918,Decorative Arts,Miscellaneous,c. 1885-1915
142741,"House of Fabergé (Russian, 1842-1918)",Begging Poodle,1842,1918,Decorative Arts,Miscellaneous,c. 1895-1915
142744,"House of Fabergé (Russian, 1842-1918)",Bulldog,1842,1918,Decorative Arts,Miscellaneous,c. 1895-1915
142753,"Johannes Zehngraf (Russian, 1857-1908)",Imperial Framed Miniature of Tsar Nicholas II,1857,1908,Decorative Arts,Portrait Miniature,1896
142753,"Mikhail Evlampievich Perkhin (Russian, 1860-1903)",Imperial Framed Miniature of Tsar Nicholas II,1860,1903,Decorative Arts,Portrait Miniature,1896
142753,"House of Fabergé, (Russian, 1842-1918)",Imperial Framed Miniature of Tsar Nicholas II,,,Decorative Arts,Portrait Miniature,1896
130646,Saint-Porchaire (French),Ewer,,,Decorative Arts,Ceramic,c. 1540–67
174043,"John George Brown (American, 1831-1913)",Boat Builder,1831,1913,American - Painting,Painting,c. 1904
165570,"Ilse Bing (American, 1899-1998)","The Swing, Paris Fair",1899,1998,PH - American 1900-1950,Photograph,1933
143772,"Asher Brown Durand (American, 1796-1886)",Trees on a Rocky Hillside,1796,1886,American - Painting,Painting,c. 1849
99443,"Joseph Badger (American, 1708-1765)",Jeremiah Belknap,1708,1765,American - Painting,Painting,c. 1758
100489,"Gilbert Stuart (American, 1755-1828)",Baron FitzGibbon,1755,1828,American - Painting,Painting,1789
127235,"Pierre-Auguste Renoir (French, 1841-1919)",Peasant Girl with Dog,1841,1919,DR - French,Drawing,c. 1894
149378,"Rembrandt van Rijn (Dutch, 1606-1669)",Shah Jahan,1606,1669,DR - Dutch,Drawing,c. 1656-1661
160195,"Edward Ruscha (American, 1937-)",Bronson Tropics,1937,,DR - American 20th Century,Drawing,1965
141484,"Zhou Chen (Chinese, c. 1450-c. 1536)",Beggars and Street Characters,1445,1541,ASIAN - Handscroll,Painting,1516
129492,"Master of the Geneva Latini (French, active Rouen, 1460-80)",Book of Hours (Use of Rouen),,1480,MED - Manuscript Illuminations,Manuscript,c. 1470
167456,"Raymond Jonson (American, 1891-1982)",Rock at Sea,1891,1982,American - Painting,Painting,1920-1922
144338,"Julian Stanczak (American, 1928-2017)",Filtered Yellow,1928,2017,CONTEMP - Painting,Painting,1968
152263,"Tanzio da Varallo (Italian, c1575/80-1635)",Portrait of a Man,c1575/80,1635,P - Italian 16th & 17th Century,Painting,c. 1620
320778,,Banks of the Oise at Dawn,,,Mod Euro - Painting 1800-1960,Painting,1888
320778,"Louis Hayet (French, 1864-1940)",Banks of the Oise at Dawn,1864,1940,Mod Euro - Painting 1800-1960,Painting,1888
128808,"Edgar Degas (French, 1834-1917)",Sheet of Studies and Sketches,1834,1917,DR - French,Drawing,1858
320493,"John Woodrow Wilson (American, 1922-2015)",Nefertiti,1922,2015,DR - American 20th Century,Drawing,1973
124256,"Jean-Léon Gérôme (French, 1824-1904)",Lion on the Watch,1824,1904,Mod Euro - Painting 1800-1960,Painting,c. 1885
148368,,English Warship Firing a Salute,,,P - Netherlandish-Dutch,Painting,1690
149399,"Jean-Etienne Liotard (Swiss, 1702-1789)",François Tronchin,1702,1789,DR - Swiss,Drawing,1757
94965,"Giuliano da Maiano (Italian, 1432-1490)",Upper Paneling from a Sacristy Armoire,1432,1490,MED - Renaissance,Furniture and woodwork,c. 1460-1475
99445,"Benjamin West (American, 1738-1820)",British Manufactory; A Sketch,1738,1820,American - Painting,Painting,1791
142559,"Giovanni di Paolo (Italian, c. 1403-1482)",St. Catherine of Siena and the Beggar,c. 1403,1482,MED - Medieval Art,Painting,1460s
97797,"Auguste Rodin (French, 1840-1917)",The Thinker,1840,1917,Mod Euro - Sculpture 1800-1960,Sculpture,1880-1881
124080,"Thomas Gainsborough (British, 1727-1788)",Portrait of Mary Wise,1727,1788,P - British before 1800,Painting,c. 1774
112586,"Giulio Campagnola (Italian, 1482-1515)",Venus Reclining in a Landscape,1482,1515,PR - Engraving,Print,c. 1508–9
118664,"Paolo Veronese (Italian, 1528-1588)",Various Sketches of the Madonna and Child (recto),1528,1588,DR - Italian,Drawing,c. 1580
109507,"Paolo Veronese (Italian, 1528-1588)",Portrait of Agostino Barbarigo,1528,1588,P - Italian 16th & 17th Century,Painting,after c. 1571
142732,"Henrik Wigström (Russian, 1862-1923)",Flower Study of an Anemone,1862,1923,Decorative Arts,Miscellaneous,c. 1905-15
142732,"House of Fabergé (Russian, 1842-1918)",Flower Study of an Anemone,1842,1918,Decorative Arts,Miscellaneous,c. 1905-15
142759,"House of Fabergé (Russian, 1842-1918)",Lacquer Box,1842,1918,Decorative Arts,Miscellaneous,c. 1890
142759,Factory N. Lukutin (Russian),Lacquer Box,,,Decorative Arts,Miscellaneous,c. 1890
142761,"Feodor Ivanovich Rückert (Russian, 1840-1917)",Pill or Snuff Box,1840,1917,Decorative Arts,Miscellaneous,1906-16
142761,"House of Fabergé (Russian, 1842-1918)",Pill or Snuff Box,1842,1918,Decorative Arts,Miscellaneous,1906-16
142769,"House of Fabergé (Russian, 1842-1918)",Turtle Bell Push,1842,1918,Decorative Arts,Miscellaneous,c. 1895-1915
142772,"Henrik Wigström (Russian, 1862-1923)",Clock,1862,1923,Decorative Arts,Timepiece,c. 1905-15
142772,"House of Fabergé (Russian, 1842-1918)",Clock,1842,1918,Decorative Arts,Timepiece,c. 1905-15
108501,"Albrecht Dürer (German, 1471-1528)",Melencolia I,1471,1528,PR - Engraving,Print,1514
131790,"Jacob Jordaens (Flemish, 1593-1678)",The Conversion of Saul with Horseman and Banner,1593,1678,DR - Flemish,Drawing,c. 1645-1647
141929,"Bartolomé Esteban Murillo (Spanish, 1617-1682)",Laban Searching for his Stolen Household Gods,1617,1682,P - Spanish before 1800,Painting,c. 1665-1670
118679,"Jacopo Bassano (Italian, ca. 1510-1592)",Lazarus and the Rich Man,ca. 1510,1592,P - Italian 16th & 17th Century,Painting,c. 1550
143756,"Georges Braque (French, 1882-1963)",Violin,1882,1963,DR - French,Drawing,early 1914
143898,,Ancestral Altar Tusk,,,African Art,Sculpture,c. 1820
153366,"Bernard Palissy (French, 1510-1589)",Platter,1510,1589,Decorative Arts,Ceramic,late 1500s
154244,"Ferdinand Georg Waldmüller (Austrian, 1793-1865)",Countess Széchenyi,1793,1865,Mod Euro - Painting 1800-1960,Painting,1828
159583,"Raphael Gleitsmann (American, 1910-1995)",The White Dam,1910,1995,American - Cleveland School,Painting,1939
97971,"Bristol Porcelain Factory (British, 1770-81)",Figures Depicting the Four Seasons,,,Decorative Arts,Ceramic,c. 1775
97997,"Derby Porcelain Factory (Chelsea-Derby Period, 1770-84)",Pair of Candelabra Depicting Allegorical Figures of Liberty and Matrimony,,,Decorative Arts,Ceramic,c. 1775
123293,"José Clemente Orozco (Mexican, 1883-1949)",Loot,1883,1949,DR - Mexican,Drawing,c. 1915
142806,"George Grosz (German, 1893-1959)","Student (Costume Study for Goll's ""Methusalem"") (recto) Amalie, Ida, and Set Designs (Studies for Goll's ""Methusalem"") (verso)",1893,1959,DR - German,Drawing,1922
122341,"François Hubert Drouais (French, 1727-1775)",Portrait of the Marquise d'Aguirandes,1727,1775,P - French 18th Century,Painting,1759
159536,"Pompeo della Cesa (Italian, active 1572-93)",Half Armor for the Foot Tournament,,1593,MED - Arms & Armor,Arms and Armor,c. 1590
111527,"Cleveland Painter (name vase; Greek, Attic, active c. 470-460 BC)",Red-Figure Column Krater (Mixing Vessel): Apollo and Goddesses with Chariot (A); Komos (Revel) (B),-515,-420,GR - Greek,Ceramic,c. 470-460 BC
128285,"Wolfgang Huber (Austrian, 1490-1553)",View of a Castle (recto); Eight-Sided Cup (verso),1490,1553,DR - Austrian,Drawing,1513
160089,Herter Brothers (American),Fire Screen,,,Furniture,Furniture and woodwork,c. 1878-80
105933,Maître François (French),Single Miniature Excised from Boccaccio's Des Cleres et nobles femmes: Queen Medusa and Her Court,,,MED - Manuscript Illuminations,Manuscript,c. 1470
109141,"Henri Matisse (French, 1869-1954)",Reclining Odalisque,1869,1954,DR - French,Drawing,c. 1923
132616,"Giovanna Garzoni (Italian, 1600-1670)",Still Life with Birds and Fruit,1600,1670,DR - Italian,Drawing,c. 1650
147393,"Winslow Homer (American, 1836-1910)",Leaping Trout,1836,1910,DR - American 19th Century,Drawing,1889
118157,"John La Farge (American, 1835-1910)",A Rishi Stirring Up a Storm,1835,1910,DR - American 19th Century,Drawing,1897
151516,"Alex Katz (American, b. 1927)",Impala,1927,,CONTEMP - Painting,Painting,1968
108452,"Maurice Prendergast (American, 1858-1924)","May Day, Central Park",1858,1924,DR - American 19th Century,Drawing,1901
170082,"Henry Church (American, 1836-1908)",Self-Portrait with Five Muses,1836,1908,American - Cleveland School,Painting,c. 1880
106088,"Winslow Homer (American, 1836-1910)",Early Morning After a Storm at Sea,1836,1910,American - Painting,Painting,1900-1903
162623,"Frans Pourbus (Flemish, 1569-1622)",Portrait of King Louis XIII of France,1569,1622,P - Netherlandish-Flemish,Painting,1611
105614,"Edith Barretto Stevens Parsons (American, 1878-1956)",Turtle Baby,1878,1956,American - Sculpture,Sculpture,c. 1910-1916
117714,"Worcester Porcelain Factory (British, established 1751)",Punch Bowl,,,Decorative Arts,Ceramic,c. 1770
172588,"Rachel Harrison (American, b. 1966)",Hans Haacke with Sculpture,1966,,CONTEMP - Sculpture,Mixed Media,2005
124521,"William Sommer (American, 1867-1949)",The Pool (recto),1867,1949,American - Cleveland School,Painting,c. 1916–19
141641,"William Michael Harnett (American, 1848-1892)","Memento Mori, ""To This Favour""",1848,1892,American - Painting,Painting,1879
142768,"House of Fabergé (Russian, 1842-1918)",Bell Push,1842,1918,Decorative Arts,Miscellaneous,c. 1895-1915
130051,Hausbuch Master (German),Gospel Book with Evangelist Portraits,,1500,MED - Manuscript Illuminations,Bound Volume,c. 1480
150174,"Charles Demuth (American, 1883-1935)",Dancing Sailors,1883,1935,DR - American 20th Century,Drawing,1917
154270,"Brygos Painter (Greek, Attic, active c. 490-470 BC)",Red-Figure Ram-Head Rhyton (Drinking Vessel): Symposiasts; Satyr and Maenad,,,GR - Greek,Ceramic,c. 480-470 BC
138763,"Arshile Gorky (American, 1904-1948)",Untitled,1904,1948,American - Painting,Painting,1944
122323,Fontana Family (Italian),Charger Depicting a Chariot Race,,,Decorative Arts,Ceramic,c. 1575
148366,"Jacob Duck (Dutch, c. 1600-1667)",Salome with the Head of Saint John the Baptist,c. 1600,1667,P - Netherlandish-Dutch,Painting,mid-1600s
78982,"Johann König (German, 1586-1642)",The Resurrection of Christ,1586,1642,P - German before 1800,Painting,1622
136295,"Ren Renfa (Chinese, 1254-1328)",Three Horses and Four Grooms,1254,1328,ASIAN - Handscroll,Painting,c. 1320s
124084,"Nicolas Lancret (French, 1690-1743)",Declaration of Love,1690,1743,P - French 18th Century,Painting,c. 1720
84662,"Maurice Denis (French, 1870-1943)",The Orange Christ,1870,1943,Mod Euro - Painting 1800-1960,Painting,1889
150693,"Giovanni Segantini (Italian, 1858-1899)",Pine Tree,1858,1899,Mod Euro - Painting 1800-1960,Painting,c. 1897
146469,"Agnolo Bronzino (Italian, 1503-1572)",Portrait of a Woman,1503,1572,P - Italian 16th & 17th Century,Painting,c. 1550
171078,"Henry Bone (British, 1755-1834)",Bacchus and Ariadne,1755,1834,Mod Euro - Painting 1800-1960,Miniature,1808-1811
171078,"Titian (Italian, c. 1488-1576)",Bacchus and Ariadne,c. 1488,1576,Mod Euro - Painting 1800-1960,Miniature,1808-1811
168133,"Hughie Lee-Smith (American, 1915-1999)",Rooftop,1915,1999,American - Painting,Painting,1957
338399,"Jenny Holzer (American, 1950-)",Laments: Death came and he looked like...,1950,,CONTEMP - Sculpture,Mixed Media,1987
375548,"Jenny Holzer (American, 1950-)",Laments: Death came and he looked like... (Sarcophagus lid),1950,,CONTEMP - Sculpture,Mixed Media,1987
124130,the Patanazzi Family (Italian),Pair of Saltcellars,,,Decorative Arts,Ceramic,c. 1570-90
142728,"House of Fabergé (Russian, 1842-1918)",Flower Study of a Pansy,1842,1918,Decorative Arts,Miscellaneous,c. 1885-1915
142809,"Feodor Ivanovich Rückert (Russian, 1840-1917)",Tea Service,1840,1917,Decorative Arts,Miscellaneous,1887-96
142809,"House of Fabergé (Russian, 1842-1918)",Tea Service,1842,1918,Decorative Arts,Miscellaneous,1887-96
134236,"Edouard Manet (French, 1832-1883)",Claire Campbell,1832,1883,DR - French,Drawing,1882
135875,"Philippe de Champaigne (French, 1602-1674)",Portrait of King Charles II of England,1602,1674,P - French 17th Century,Painting,1653
124796,"Giovanni Battista Tiepolo (Italian, 1696-1770)","Study for ""The Martyrdom of Saint Sebastian"" (for the Augustinian monastery at Diessen, Germany)",1696,1770,P - Italian 18th Century,Painting,1739
93160,"Tiffany Studios (American, New York, 1902–1932)",Indian Basket Lamp ,1902,1932,Decorative Arts,Lamp,c. 1902-10
142807,"George Grosz (German, 1893-1959)","Student (Costume Study for Goll's ""Methusalem"") (recto)",1893,1959,DR - German,Drawing,1922
130392,"Nicolas Poussin (French, 1594-1665)",The Return of the Holy Family to Nazareth,1594,1665,P - French 17th Century,Painting,c. 1627
138369,"Eugène Delacroix (French, 1798-1863)",Mlle. Alexandrine-Julie de la Boutraye,1798,1863,Mod Euro - Painting 1800-1960,Painting,c. 1832-1834
106094,"Sano di Pietro (Italian, 1406-1481)",Virgin and Child Adored by Saints Mary Magdalene and Nicolas of Bari;  Christ Crucified with the Virgin and Saint John the Evangelist,1406,1481,MED - Medieval Art,Painting,1400s
147447,"Cornelis Jonson (called Jonson van Ceulen) (British, 1593-1661)","Portrait of a Woman, possibly Elizabeth Boothby",1593,1661,P - British before 1800,Painting,1619
149421,"Rosa Bonheur (French, 1822-1899)",The Farm at the Entrance of the Wood,1822,1899,Mod Euro - Painting 1800-1960,Painting,1860-1880
131584,"Peter Paul Rubens (Flemish, 1577-1640)",The Feast of Herod (recto),1577,1640,DR - Flemish,Drawing,c. 1637-1638
149978,"John Singleton Copley (American, 1738-1815)",Anna Dummer Powell,1738,1815,American - Painting,Painting,1764
151515,"André Derain (French, 1880-1954)",The Houses of Parliament from Westminster Bridge,1880,1954,Mod Euro - Painting 1800-1960,Painting,1906
168514,"Edwin Mieczkowski (American, 1929-2017)",Blue Bloc,1929,2017,CONTEMP - Painting,Painting,1967
119701,"Bartolomeo Veneto (Italian, 1531)",Portrait of a Man,,1531,P - Italian 16th & 17th Century,Painting,c. 1510s
97998,"Derby Porcelain Factory (Chelsea-Derby Period, 1770-84)",Candelabrum Depicting an Allegorical Figure of Matrimony,,,Decorative Arts,Ceramic,c. 1775
97999,"Derby Porcelain Factory (Chelsea-Derby Period, 1770-84)",Candelabrum Depicting an Allegorical Figure of Liberty,,,Decorative Arts,Ceramic,c. 1775
117644,Master of Rabenden (German),Vesperbild (Pietà),,,MED - Gothic,Sculpture,c. 1515-20
128390,"Dieric Bouts (Netherlandish, 1415-1475)",Saint John the Baptist,1415,1475,MED - Medieval Art,Painting,c. 1475-1485
141936,"Eastman Johnson (American, 1824-1906)",Portrait of Genio C. Scott,1824,1906,American - Painting,Painting,1859
156887,"Gabriele Münter (German, 1877-1962)",Future (Woman in Stockholm),1877,1962,Mod Euro - Painting 1800-1960,Painting,1917
160914,"Alexander Calder (American, 1898-1976)",Two Systems,1898,1976,American - Sculpture,Sculpture,c.1946
315934,"Jacob van Hulsdonck (Flemish, 1582-1647)","Still Life with Meat, Fish, Vegetables, and Fruit",1582,1647,P - Netherlandish-Flemish,Painting,c. 1615–20
147526,"Jacques-Louis David (French, 1748-1825)",The Prisoner,1748,1825,DR - French,Drawing,1819
155626,"Camille Pissarro (French, 1830-1903)",The Lock at Pontoise,1830,1903,Mod Euro - Painting 1800-1960,Painting,1872
152699,"Asteas/Python Workshop (South Italian, Paestan, active c. 360-320 BC)","Red-Figure Fish Plate: Octopi, Mullet, Bream, Shellfish",-430,-370,GR - South Italy,Ceramic,c. 340-330 BC
117030,"Joseph Paelinck (Belgian, 1781-1839)",Self-Portrait,1781,1839,Mod Euro - Painting 1800-1960,Painting,c. 1812
139454,"Sōami (Japanese, d. 1525)",Landscape,,1525,ASIAN - Hanging scroll,Painting,early 1500s
150955,"Giovanni Battista Pittoni (Italian, 1687-1767)",Saints Presenting a Devout Woman to the Virgin and Child,1687,1767,P - Italian 18th Century,Painting,1720s
129182,"Francesco Guardi (Italian, 1712-1793)","Piazza San Marco, Venice",1712,1793,DR - Italian,Drawing,1780s
136463,"Tao Cheng (Chinese, active c. 1471–after 1502)",Chrysanthemums and Cabbage,,,ASIAN - Handscroll,Painting,c. 1486 or before
154305,"Anne-Louis Girodet de Roucy-Trioson (French, 1767-1824)",The Meeting of Orestes and Hermione,1767,1824,DR - French,Drawing,c. 1800
115783,Master of Heiligenkreuz (Austrian),Death of the Virgin,,,MED - Medieval Art,Painting,c. 1400
143748,"George Minne (Belgian, 1866-1941)",Solidarity,1866,1941,Mod Euro - Sculpture 1800-1960,Sculpture,1898
143819,"Paul Storr (British, 1771-1844)",Covered Tureen on Stand,1771,1844,Decorative Arts,Silver,1812
151884,"Carlo Bugatti (Italian, 1856-1940)",Cabinet,1856,1940,Furniture,Furniture and woodwork,c. 1895
161595,"Hippolyte Jean Flandrin (French, 1809-1864)",René-Charles Dassy and His Brother Jean-Baptiste-Claude-Amédé Dassy,1809,1864,Mod Euro - Painting 1800-1960,Painting,1850
148214,"Pablo Picasso (Spanish, 1881-1973)",Harlequin with Violin,1881,1973,Mod Euro - Painting 1800-1960,Painting,1918
125091,"Eugène Boudin (French, 1824-1898)",The Beach at Deauville,1824,1898,Mod Euro - Painting 1800-1960,Painting,1864
154253,Robertson's Group,Heron-Shaped Figure Vase (Oil Vessel),,,GR - Greek,Ceramic,c. 580 BC
144721,"Frantisek Kupka (Czech, 1871-1957)",Amorpha: Fugue in Two Colors II,1871,1957,Mod Euro - Painting 1800-1960,Painting,1910-1911
149388,"Pablo Picasso (Spanish, 1881-1973)",Still Life with Biscuits,1881,1973,Mod Euro - Painting 1800-1960,Painting,1924
97973,"Bristol Porcelain Factory (British, 1770-81)",Figure of Spring from the Four Seasons,,,Decorative Arts,Ceramic,c. 1775
97974,"Bristol Porcelain Factory (British, 1770-81)",Figure of Summer from the Four Seasons,,,Decorative Arts,Ceramic,c. 1775
105616,"Augustus Saint-Gaudens (American, 1848-1907)",Amor Caritas,1848,1907,American - Sculpture,Sculpture,"modeled 1898, cast after 1898"
122537,"Malvina Hoffman (American, 1887-1966)",Boy and Panther Cub,1887,1966,American - Sculpture,Sculpture,1915
128112,"The Bedford Master (French, Paris, active c. 1405-30)",Book of Hours (Use of Paris),,,MED - Manuscript Illuminations,Bound Volume,c. 1420
142798,"House of Fabergé (Russian, 1842-1918)",Pair of Candelabra,1842,1918,Decorative Arts,Silver,1887-90
142798,"Julius Alexandrovitch Rappoport (Russian, 1864-1916)",Pair of Candelabra,1864,1916,Decorative Arts,Silver,1887-90
147980,"Louise Nevelson (American, 1900-1988)",Sky Cathedral-Moon Garden Wall,1900,1988,American - Sculpture,Sculpture,1956-1960
167667,"Alice Neel (American, 1900-1984)",Jackie Curtis and Ritta Redd,1900,1984,CONTEMP - Painting,Painting,1970
131789,"Henry Fuseli (Swiss, 1741-1825)",Satan Starts from the Touch of Ithuriel's Spear,1741,1825,DR - British,Drawing,1776
96262,"Thomas Sully (American, 1783-1872)",Portraits of Jean Terford David and Mary Sicard David,1783,1872,American - Painting,Painting,1813
104693,Master of the Royal Plantagenet Workshop (French),"The ""Spitzer Cross""",,,MED - Gothic,Enamel,c. 1190
169862,"Fred Wilson (American, b. 1954)",To Die Upon a Kiss,1954,,CONTEMP - Installation Media,Sculpture,2011
163448,"Praxiteles (Greek, c. 400BC-c. 330BC)",Apollo the Python-Slayer,c. 400BC,c. 330BC,GR - Greek,Sculpture,c. 350 BC
127221,"André-Charles Boulle (French, 1642-1732)",Cabinet,1642,1732,Furniture,Furniture and woodwork,c. 1690
296871,"Thomas Chippendale (British, 1718-1779)",Pair of Candle Stands (torchères),1718,1779,Decorative Arts,Furniture and woodwork,c. 1773
134099,"Charles de La Fosse (French, 1636-1716)",St. John the Evangelist,1636,1716,DR - French,Drawing,c. 1700-1702
149684,"Fang Shishu (Chinese, 1693-1751)",The Ninth Day Literary Gathering at Xing’an,1693,1751,ASIAN - Handscroll,Painting,1743
149684,"Ye Fanglin (Chinese, late 1600s-mid-1700s)",The Ninth Day Literary Gathering at Xing’an,,,ASIAN - Handscroll,Painting,1743
143776,"Xie Shichen (Chinese, 1487-after 1567)",Clouds and Waves at the Wu Gorge,1487,1572,ASIAN - Hanging scroll,Painting,c. 1547-67
142459,"Sceaux Factory (French, active 1748-66)",Box in the Form of Asparagus,1748,1766,Decorative Arts,Ceramic,c. 1765
312739,"Liu Jing (Chinese, b. 1983)","Master Series, Four Portraits of Masters of Modern Art: Yan Wenliang (1893-1988), Pan Tianshou (1897-1971), Shi Lu (1919-1982) and Qi Baishi (1864-1954)",1983,,Chinese Art,Print,2017
293323,"Zeng Xiaojun (Chinese, b. 1954)",Poetic Pattern of Song Ware,1954,,Drawings,Drawing,2016
119614,"Michelangelo Buonarroti (Italian, 1475-1564)",Study for the Nude Youth over the Prophet Daniel (recto); Figure Studies for the Sistine Ceiling (verso),1475,1564,DR - Italian,Drawing,1510-11
147607,"Jean-Siméon Chardin (French, 1699-1779)",Still Life with Herrings,1699,1779,P - French 18th Century,Painting,c. 1735
97957,"Chelsea Porcelain Factory (Britain, London, 1745-84)",Pairs of Figures from the Four Continents,,,Decorative Arts,Ceramic,c. 1760
109137,"Camille Pissarro (French, 1830-1903)",The Mender,1830,1903,DR - French,Drawing,c. 1881
111470,"Henri Rousseau (French, 1844-1910)",Outskirts of Paris,1844,1910,Mod Euro - Painting 1800-1960,Painting,c. 1897-1905
131337,"Winslow Homer (American, 1836-1910)",Boy with Anchor,1836,1910,DR - American 19th Century,Drawing,1873
124200,"Maestro Giorgio Andreoli (Italian, 1465?-1553)",Charger Depicting the Three Graces,1465-70,aft 1553,Decorative Arts,Ceramic,c. 1525
167464,"Guillaume Le Rouge (French, Paris, active 1493-1517)",Printed Book of Hours (Use of Rome),,1517,MED - Manuscript Illuminations,Bound Volume,1510
296825,"Jan Crocq (Netherlandish, act. 1486-1510)",Saint John the Baptist,1456,,MED - Gothic,Sculpture,c. 1500
147020,"Valentin de Boulogne (French, 1594-1632)",Samson,1594,1632,P - French 17th Century,Painting,c. 1630
136571,"Franz Kline (American, 1910-1962)",Black and White,1910,1962,DR - American 20th Century,Drawing,1954
143142,"Antonio del Pollaiuolo (Italian, 1431/32-1498)",Battle of the Nudes,1431/32,1498,PR - Engraving,Print,1470s–80s
99259,"Josiah Wedgwood and Sons (Britain, Staffordshire, est. 1759)",Portland Vase,,,Decorative Arts,Ceramic,c.1790
122326,"Francesco Xanto Avelli (Italian, 1487?-1544?)",Plate with Arms of the Pucci Family,1486/87,c. 1544,Decorative Arts,Ceramic,1532
122327,"Francesco Xanto Avelli (Italian, 1487?-1544?)",Plate with the Arms of the Pucci Family,1486/87,c. 1544,Decorative Arts,Ceramic,1532
124260,"José Clemente Orozco (Mexican, 1883-1949)","Study for the Mural “Aboriginal Races” (for the National Preparatory School, Mexico City)",1883,1949,DR - Mexican,Drawing,1926
142777,"Mikhail Evlampievich Perkhin (Russian, 1860-1903)",Miniature Teapot,1860,1903,Decorative Arts,Miscellaneous,1886-96
142777,"House of Fabergé (Russian, 1842-1918)",Miniature Teapot,1842,1918,Decorative Arts,Miscellaneous,1886-96
296866,,Dance staff for Èṣù,,,African Art,Sculpture,1800s
172784,"Georgia O'Keeffe (American, 1887-1986)",White Flower,1887,1986,American - Painting,Painting,1929
114537,"Diego Rivera (Mexican, 1886-1957)",The Fruits of Labor,1886,1957,PR - Lithograph,Print,1932
114537,"George C. Miller (American, 1894-1966)",The Fruits of Labor,1894,1966,PR - Lithograph,Print,1932
114537,Weyhe Gallery,The Fruits of Labor,,,PR - Lithograph,Print,1932
146795,"Diego Rivera (Mexican, 1886-1957)",Boy and Dog,1886,1957,PR - Lithograph,Print,1932
146795,"George C. Miller (American, 1894-1966)",Boy and Dog,1894,1966,PR - Lithograph,Print,1932
146795,Weyhe Gallery,Boy and Dog,,,PR - Lithograph,Print,1932
146796,"Diego Rivera (Mexican, 1886-1957)",Flower Market,1886,1957,PR - Lithograph,Print,1930
146796,Weyhe Gallery,Flower Market,,,PR - Lithograph,Print,1930
163456,"Fitz Henry Lane (American, 1804-1865)","Harbor of Boston, with the City in the Distance",1804,1865,American - Painting,Painting,c. 1846-1847
172539,"Fidencio Fifield-Perez (Mexican, b. 1990)",Brothers Collecting Shells,1990,,PR - Linocut,Print,2013
132644,"Francesco Guardi (Italian, 1712-1793)","A Procession of Triumphal Cars in the Piazza San Marco, Venice, Celebrating the Visit of the Conti del Nord (recto) Three Sketches of Arches (verso)",1712,1793,DR - Italian,Drawing,1782
95275,"Jean Baptiste Camille Corot (French, 1796-1875)",Willows and Farmhouse at Sainte-Catherine-lès-Arras,1796,1875,Mod Euro - Painting 1800-1960,Painting,1871
