locationid,latitude,longitude,stnelev,station,countryid
CA006109558,44.15,-76.5333,90.0,WOLFE_ISLAND,CA
CA00610FC98,45.8833,-77.25,153.0,PETAWAWA_HOFFMAN,CA
CA006110218,44.15,-79.8667,221.0,ALLISTON_NELSON,CA
CA006110270,44.3167,-79.8667,191.0,ANGUS,CA
CA006110458,45.0,-79.5,226.0,BALA,CA
CA006110480,44.2667,-79.3167,229.0,BALDWIN,CA
CA006110549,44.4,-79.6833,229.0,BARRIE,CA
CA006110557,44.3833,-79.6833,221.0,BARRIE_WPCC,CA
CA006110605,45.1333,-79.3833,290.0,BEATRICE,CA
CA006110606,45.1333,-79.4,297.0,BEATRICE_2,CA
CA006110607,45.1333,-79.4,297.0,BEATRICE_CLIMATE,CA
CA006110661,44.1,-79.7833,233.0,BEETON,CA
CA006110731,44.8833,-79.6667,191.0,BIG_CHUTE,CA
CA006110745,46.0833,-79.4,242.0,BINGHAM_CHUTE,CA
CA006111045,45.6,-79.5667,320.0,BURKS_FALLS,CA
CA006111467,44.4,-80.9,305.0,CHATSWORTH,CA
CA006111766,44.7,-79.6667,183.0,COLDWATER,CA
CA006111769,44.6333,-79.5333,285.0,COLDWATER_WARMINSTER,CA
CA006111792,44.5,-80.2167,180.0,COLLINGWOOD,CA
CA006111793,44.4833,-80.2167,183.0,COLLINGWOOD,CA
CA006111859,44.2,-79.7,244.0,COOKSTOWN,CA
CA006112072,45.2167,-78.9333,323.0,DORSET_MOE,CA
CA006112133,45.6167,-79.8833,268.0,DUNCHURCH,CA
CA006112171,44.1833,-80.8167,384.0,DURHAM,CA
CA006112340,44.35,-79.8167,216.0,ESSA_ONT_HYDRO,CA
CA006113000,44.9167,-79.3667,248.0,GRAVENHURST,CA
CA006113329,44.1167,-81.0,270.0,HANOVER,CA
CA006113490,44.85,-79.8667,183.0,HONEY_HBR_BEAUSOLEIL,CA
CA006113660,45.3167,-79.25,290.0,HUNTSVILLE,CA
CA006113663,45.35,-79.1667,321.0,HUNTSVILLE_WPCP,CA
CA006114295,44.55,-79.2167,221.0,LAGOON_CITY,CA
CA006114805,45.6667,-79.7833,280.0,MAGNETAWAN,CA
CA006115057,44.5833,-80.5833,216.0,MEAFORD,CA
CA006115059,44.6167,-80.6333,213.0,MEAFORD_WILLOWMERE,CA
CA006115099,44.45,-79.7667,226.0,MIDHURST,CA
CA006115127,44.75,-79.8833,180.0,MIDLAND_WATER_POLLUTION_CONTRO,CA
CA006115130,44.6833,-79.9333,235.0,MIDLAND_HURONIA_A,CA
CA006115150,45.1,-79.4833,252.0,MILFORD_BAY,CA
CA006115525,44.9667,-79.3,282.0,MUSKOKA_A,CA
CA006115810,44.6167,-79.4,224.0,ORILLIA,CA
CA006115811,44.6,-79.4333,250.0,ORILLIA_BRAIN,CA
CA006115820,44.6167,-79.4167,220.0,ORILLIA_TS,CA
CA006116128,44.5667,-80.9167,182.0,OWEN_SOUND,CA
CA006116132,44.5833,-80.9333,179.0,OWEN_SOUND_MOE,CA
CA006116254,45.3333,-80.0,194.0,PARRY_SOUND,CA
CA006116255,45.35,-80.05,198.0,PARRY_SOUND,CA
CA006116257,45.35,-80.05,176.0,PARRY_SOUND_CCG,CA
CA006116679,44.25,-80.4667,495.0,PORT_LAW,CA
CA006116702,46.1167,-79.25,274.0,POWASSAN,CA
CA006116750,44.1667,-80.5167,480.0,PROTON_STATION,CA
CA006116843,45.0167,-79.6833,229.0,RAGGED_RAPIDS,CA
CA006116902,44.2167,-79.4,251.0,RAVENSHOE,CA
CA006117169,44.4667,-80.6333,433.0,ROCKLYN,CA
CA006117186,45.25,-78.95,316.0,RONVILLE,CA
CA006117684,44.4,-79.6333,250.0,SHANTY_BAY,CA
CA006117700,44.4833,-79.55,289.0,BARRIE_ORO,CA
CA006117957,45.8333,-79.3833,396.0,SOUTH_RIVER,CA
CA006118187,44.3167,-79.3,137.0,SUTTON_WEST,CA
CA006119055,44.2667,-79.1667,262.0,UDORA,CA
CA006119064,45.8,-79.4167,262.0,UPLANDS,CA
CA006119115,45.2,-79.35,297.0,UTTERSON_ONT_HYDRO,CA
CA006119274,44.5167,-80.7333,305.0,WALTERS_FALLS,CA
CA006119399,44.7667,-79.7,181.0,WAUBAUSHENE,CA
CA006119500,44.75,-81.1,222.0,WIARTON_A,CA
CA00611B002,44.2667,-79.9167,223.0,BORDEN_AWOS,CA
CA00611C001,44.9167,-79.4,244.0,GRAVENHURST_BOOTH,CA
CA00611E001,44.2333,-79.7833,251.0,EGBERT_CS,CA
CA00611HBEC,44.5667,-80.4833,213.0,THORNBURY_SLAMA,CA
CA00611KBE0,44.2333,-79.7833,252.0,EGBERT_CARE,CA
CA006120315,43.0333,-81.9167,183.0,ARKONA,CA
CA006120819,43.7167,-81.3833,351.0,BLYTH,CA
CA006121025,43.55,-81.55,259.0,BRUCEFIELD,CA
CA006121275,43.3,-81.5167,253.0,CENTRALIA_A,CA
CA006121940,45.2333,-81.5333,190.0,CYPRUS_LAKE_CS,CA
CA006121969,43.3667,-81.6167,253.0,DASHWOOD,CA
CA0061219J1,42.7667,-82.45,186.0,COURTRIGHT,CA
CA0061219J2,45.3333,-81.7333,181.0,COVE_ISLAND_AUT,CA
CA006122370,43.35,-81.5,262.0,EXETER,CA
CA006122450,43.1667,-82.0333,191.0,FOREST,CA
CA006122845,43.75,-81.7,220.0,GODERICH,CA
CA006122847,43.7667,-81.7167,214.0,GODERICH,CA
CA006122849,43.7667,-81.7,213.0,GODERICH_MUNICIPAL_A,CA
CA006122851,43.7167,-81.7,221.0,GODERICH_TOWNSHIP,CA
CA006123672,43.3167,-81.5,253.0,HURON_PARK,CA
CA006124123,43.1,-81.5667,233.0,NAIRN,CA
CA006124127,44.1667,-81.6167,200.0,KINCARDINE,CA
CA006124700,43.95,-81.5,290.0,LUCKNOW,CA
CA006126210,44.2667,-81.3667,244.0,PAISLEY,CA
CA006126499,42.8833,-82.1667,201.0,PETROLIA_TOWN,CA
CA006127418,43.75,-81.6833,229.0,SALTFORD,CA
CA006127510,43.0,-82.3167,181.0,SARNIA,CA
CA006127513,42.9667,-82.3667,191.0,SARNIA,CA
CA006127514,43.0,-82.3,181.0,SARNIA_AIRPORT,CA
CA006127519,43.0,-82.3,181.0,SARNIA_CLIMATE,CA
CA006127520,42.95,-82.4333,189.0,SARNIA_POLYSAR,CA
CA006127527,43.0,-82.4167,179.0,SARNIA_WATERWORKS,CA
CA006127887,44.5,-81.3667,186.0,SOUTHAMPTON,CA
CA006128206,44.5167,-81.15,230.0,TARA,CA
CA006128320,45.25,-81.6667,183.0,TOBERMORY,CA
CA006128330,45.2333,-81.6333,214.0,TOBERMORY_RCS,CA
CA006129235,44.1333,-81.15,244.0,WALKERTON,CA
CA006129850,43.4,-81.6,257.0,ZURICH,CA
CA00612HKLR,43.1833,-81.85,200.0,THEDFORD,CA
CA006130257,42.1,-83.1,182.0,AMHERSTBURG,CA
CA006130409,42.7667,-80.9833,229.0,AYLMER,CA
CA006131081,43.0833,-79.95,206.0,CALEDONIA,CA
CA006131165,42.9667,-79.5833,183.0,CANBORO,CA
CA006131386,42.4,-82.2,183.0,CHATHAM,CA
CA006131388,42.4,-82.2,181.0,CHATHAM_2,CA
CA006131413,42.3833,-82.2,181.0,CHATHAM_CFCO,CA
CA006131415,42.3833,-82.2167,180.0,CHATHAM_WPCP,CA
CA006131910,42.1167,-82.75,185.0,COTTAM,CA
CA006131982,42.8667,-80.55,232.0,DELHI_CDA,CA
CA006131983,42.8667,-80.55,232.0,DELHI_CS,CA
CA006132090,42.5833,-82.1833,183.0,DRESDEN,CA
CA006132148,42.8333,-79.6167,175.0,DUNNVILLE_PUMPING_STN,CA
CA006132470,42.8833,-78.9667,180.0,FORT_ERIE,CA
CA006133047,43.2,-79.5667,91.0,GRIMSBY,CA
CA006133055,43.1833,-79.5667,171.0,GRIMSBY_MOUNTAIN,CA
CA006133057,43.1833,-79.5833,198.0,GRIMSBY_ROCK_CHAPEL,CA
CA006133120,42.9667,-80.0667,221.0,HAGERSVILLE,CA
CA006133121,42.9333,-80.0833,213.0,HAGERSVILLE_2,CA
CA006133360,42.0333,-82.9,191.0,HARROW_CDA,CA
CA006133362,42.0333,-82.9,191.0,HARROW_CDA_AUTO,CA
CA006134190,42.05,-82.6667,200.0,KINGSVILLE_MOE,CA
CA006134390,42.05,-82.6333,213.0,LEAMINGTON,CA
CA006134F10,42.5667,-80.05,175.0,LONG_POINT_AUT,CA
CA006135583,42.5167,-81.6333,198.0,NEW_GLASGOW,CA
CA006135638,43.1333,-79.0833,183.0,NIAGARA_FALLS,CA
CA006135657,43.1333,-79.05,175.0,NIAGARA_FALLS_NPCSH,CA
CA006135660,43.0833,-79.0833,198.0,NIAGARA_FALLS_ONT_HYDRO,CA
CA006135FF4,43.25,-79.1333,81.0,NIAGARA_ON_THE_LAKE,CA
CA006136335,41.75,-82.6833,175.0,PELEE_ISLAND,CA
CA006136597,42.65,-80.8167,180.0,PORT_BURWELL,CA
CA006136606,42.8833,-79.25,175.0,PORT_COLBORNE,CA
CA006136626,43.1833,-79.2667,91.0,PORT_DALHOUSIE,CA
CA006136643,42.7833,-80.2167,186.0,PORT_DOVER,CA
CA006136694,42.6667,-81.2167,183.0,PORT_STANLEY,CA
CA006136699,43.25,-79.2167,79.0,PORT_WELLER_AUT,CA
CA006137147,42.45,-81.8833,206.0,RIDGETOWN,CA
CA006137149,42.45,-81.8833,206.0,RIDGETOWN_AUTOMATIC_CLIMATE_ST,CA
CA006137154,42.45,-81.8833,206.0,RIDGETOWN_RCS,CA
CA006137161,43.05,-79.3333,236.0,RIDGEVILLE,CA
CA006137285,43.2,-79.25,91.0,ST_CATHARINES,CA
CA006137287,43.2,-79.1667,98.0,ST_CATHARINES_A,CA
CA006137301,43.1833,-79.2333,99.0,ST_CATHARINES_CDA,CA
CA006137306,43.1167,-79.25,122.0,ST_CATHARINES_POWER_GLEN,CA
CA006137361,42.7833,-81.1667,236.0,ST_THOMAS,CA
CA006137362,42.7667,-81.2,209.0,ST_THOMAS_WPCP,CA
CA006137399,42.7,-80.45,213.0,ST_WILLIAMS,CA
CA006137730,42.85,-80.2667,241.0,SIMCOE,CA
CA006137735,42.8667,-80.3333,223.0,SIMCOE,CA
CA006137979,42.9167,-80.6667,248.0,SPRINGFORD,CA
CA006138269,42.8667,-80.7333,235.0,TILLSONBURG_NORTH,CA
CA006139141,43.15,-79.4167,110.0,VINELAND,CA
CA006139142,43.1333,-79.3833,145.0,VINELAND_BALLS_FALLS,CA
CA006139143,43.1667,-79.4167,95.0,VINELAND_RITTENHOUSE,CA
CA006139145,43.1833,-79.4,79.0,VINELAND_STATION,CA
CA006139148,43.1833,-79.4,79.0,VINELAND_STATION_RCS,CA
CA006139149,43.2,-79.15,99.0,VIRGIL_BRIGHTS,CA
CA006139265,42.5833,-82.4,177.0,WALLACEBURG,CA
CA006139445,43.0,-79.2667,175.0,WELLAND,CA
CA006139449,42.9667,-79.3333,178.0,WELLAND_PELHAM,CA
CA006139520,42.3333,-82.9333,188.0,WINDSOR_RIVERSIDE,CA
CA006139525,42.2833,-82.95,190.0,WINDSOR_A,CA
CA006139538,42.3,-83.0667,180.0,WINDSOR_UNIVERSITY,CA
CA006139600,42.2167,-82.7333,183.0,WOODSLEE_CDA,CA
CA006139602,42.2167,-82.7333,183.0,WOODSLEE_CDA_AUTOMATIC_CLIMATE,CA
CA00613F606,42.8667,-79.25,184.0,PORT_COLBORNE_AUT,CA
CA00613FN58,41.95,-82.5167,177.0,POINT_PELEE,CA
CA00613KLLM,42.25,-81.9,178.0,ERIEAU_AUT,CA
CA00613P001,41.95,-82.5167,177.0,POINT_PELEE_CS,CA
CA006140348,43.8167,-80.5667,452.0,ARTHUR,CA
CA006140818,43.6333,-80.1167,373.0,BLUE_SPRINGS_CREEK,CA
CA006140941,43.1333,-80.2667,206.0,BRANTFORD,CA
CA006140954,43.1333,-80.2333,196.0,BRANTFORD_MOE,CA
CA006141095,43.3333,-80.3167,268.0,CAMBRIDGE_GALT_MOE,CA
CA006141843,43.55,-80.5167,373.0,CONESTOGO,CA
CA006141919,43.4167,-81.3333,328.0,CROMARTY,CA
CA006141933,42.8833,-80.85,280.0,CULLODEN_EASEY,CA
CA006142284,43.6833,-80.4,388.0,ELORA,CA
CA006142285,43.65,-80.4167,376.0,ELORA_RESEARCH_STN,CA
CA006142286,43.65,-80.4167,376.0,ELORA_RCS,CA
CA006142400,43.7333,-80.3333,418.0,FERGUS_SHAND_DAM,CA
CA006142402,43.7,-80.3833,396.0,FERGUS_MOE,CA
CA006142420,43.0167,-80.7833,328.0,FOLDENS,CA
CA006142798,42.8833,-81.2,280.0,GLANWORTH_CFPL,CA
CA006142803,43.6833,-80.7167,400.0,GLEN_ALLAN,CA
CA006142991,43.8833,-80.3333,465.0,GRAND_VALLEY_WPCP,CA
CA006142993,43.2,-81.3333,316.0,GRANTON,CA
CA006143069,43.55,-80.2167,328.0,GUELPH_ARBORETUM,CA
CA006143083,43.5167,-80.2333,334.0,GUELPH_OAC,CA
CA006143089,43.55,-80.2167,325.0,GUELPH_TURFGRASS,CA
CA006143722,43.05,-81.4333,267.0,ILDERTON_BEAR_CREEK,CA
CA006144232,43.4333,-80.5,343.0,KITCHENER,CA
CA006144239,43.4667,-80.3833,322.0,KITCHENER_WATERLOO,CA
CA006144442,43.75,-80.9667,381.0,LISTOWEL,CA
CA006144473,43.0333,-81.15,278.0,LONDON_A,CA
CA006144475,43.0333,-81.15,278.0,LONDON_INT'L_AIRPORT,CA
CA006144478,43.0333,-81.15,278.0,LONDON_CS,CA
CA006144505,42.9833,-81.2167,246.0,LONDON_SOUTH,CA
CA006144665,43.1833,-81.4167,297.0,LUCAN,CA
CA006145239,43.4667,-81.1833,335.0,MITCHELL,CA
CA006145267,43.9667,-80.4,482.0,MONTICELLO,CA
CA006145503,43.9833,-80.75,415.0,MOUNT_FOREST,CA
CA006145504,43.9833,-80.75,415.0,MOUNT_FOREST_AUT,CA
CA006146240,43.1833,-80.45,267.0,PARIS,CA
CA006146711,43.4,-80.4167,291.0,PRESTON,CA
CA006146939,44.2333,-80.2167,526.0,REDICKVILLE,CA
CA006147188,43.35,-80.4667,328.0,ROSEVILLE,CA
CA006147229,44.2333,-80.1333,472.0,RUSKVIEW,CA
CA006147340,43.25,-81.1833,317.0,ST_MARYS,CA
CA006147693,44.0833,-80.1833,485.0,SHELBURNE_WPCP,CA
CA006148100,43.3833,-81.0,363.0,STRATFORD,CA
CA006148105,43.3667,-81.0,345.0,STRATFORD_WWTP,CA
CA006148120,42.95,-81.65,229.0,STRATHROY,CA
CA006148122,42.9833,-81.65,243.0,STRATHROY_MULLIFARRY,CA
CA006149205,43.8833,-80.2833,450.0,WALDEMAR,CA
CA006149387,43.45,-80.3833,317.0,WATERLOO_WELLINGTON_A,CA
CA006149455,42.9167,-81.2167,259.0,WESTMINSTER_TWP_WPCP,CA
CA006149625,43.1333,-80.7667,282.0,WOODSTOCK,CA
CA00614B2H4,43.65,-80.4167,376.0,ELORA_AUTOMATIC_CLIMATE_STATIO,CA
CA00614NFK0,43.5833,-80.9,382.0,NEWTON,CA
CA006150060,43.1833,-80.05,215.0,ALBERTON,CA
CA006150103,43.9167,-79.8333,282.0,ALBION_FIELD_CENTRE,CA
CA006150243,43.85,-80.0833,401.0,ALTON,CA
CA006150689,44.15,-77.4,76.0,BELLEVILLE,CA
CA006150717,44.1667,-77.35,88.0,BELLEVILLE_PAR_LAB,CA
CA006150790,44.1,-78.8333,291.0,BLACKSTOCK,CA
CA006150815,43.9833,-77.2167,91.0,BLOOMFIELD,CA
CA006150830,43.9167,-78.6667,99.0,BOWMANVILLE_MOSTERT,CA
CA006150863,44.0333,-79.6,221.0,BRADFORD_MUCK_RESEARCH,CA
CA006150867,44.0333,-79.6167,221.0,BRADFORD_SPRINGDALE,CA
CA006150913,43.7,-79.7667,221.0,BRAMPTON,CA
CA006150916,43.6667,-79.7,183.0,BRAMPTON_MOE,CA
CA006151042,44.0333,-78.8,312.0,BURKETON_MCLAUGHLIN,CA
CA006151053,43.35,-79.8,105.0,BURLINGTON,CA
CA006151061,43.3,-79.8,77.0,BURLINGTON_PIERS_AUT,CA
CA006151064,43.3333,-79.8333,99.0,BURLINGTON_TS,CA
CA006151090,44.05,-78.2167,175.0,CAMBORNE,CA
CA006151136,44.0667,-78.5,259.0,CAMPBELLCROFT_GANARASKA,CA
CA006151309,44.4,-76.9,150.0,CENTREVILLE,CA
CA006151548,43.5167,-79.6167,93.0,CLARKSON,CA
CA006151684,43.95,-78.1667,78.0,COBOURG_AUT,CA
CA006151689,43.9667,-78.1833,79.0,COBOURG_STP,CA
CA006151866,43.25,-80.1167,229.0,COPETOWN,CA
CA0061519JM,44.1,-76.85,84.0,CRESSY,CA
CA006152007,44.1833,-77.0667,81.0,DESERONTO,CA
CA006152691,43.65,-79.95,274.0,GEORGETOWN,CA
CA006152695,43.6333,-79.8833,221.0,GEORGETOWN_WWTP,CA
CA006152951,44.0833,-78.2667,261.0,GORES_LANDING,CA
CA006152953,43.8667,-79.3833,198.0,GORMLEY_ARDENLEE,CA
CA006153192,43.2667,-79.9,92.0,HAMILTON,CA
CA006153194,43.1667,-79.9333,238.0,HAMILTON_A,CA
CA006153290,43.25,-79.7667,76.0,HAMILTON_MUNICIPAL_LAB,CA
CA006153298,43.2333,-79.9,198.0,HAMILTON_PSYCH_HOSPITAL,CA
CA006153300,43.2833,-79.8833,102.0,HAMILTON_RBG,CA
CA006153301,43.3,-79.9167,102.0,HAMILTON_RBG_CS,CA
CA006153545,43.5667,-79.85,198.0,HORNBY,CA
CA006153853,44.2167,-78.6333,297.0,JANETVILLE,CA
CA006153935,44.65,-77.1167,215.0,KALADAR,CA
CA006154135,43.9,-79.6167,236.0,KING_CREEK,CA
CA006154142,44.0167,-79.5167,352.0,KING_SMOKE_TREE,CA
CA006154310,43.5667,-79.5667,76.0,LAKEVIEW_MOE,CA
CA006154992,43.8667,-79.25,175.0,MARKHAM_MOE,CA
CA006155097,43.1167,-80.0333,206.0,MIDDLEPORT_TS,CA
CA006155183,43.3167,-79.9667,255.0,MILLGROVE,CA
CA006155187,43.5,-79.95,244.0,MILTON_KELSO,CA
CA006155616,44.0667,-79.4333,282.0,NEWMARKET,CA
CA006155722,43.9667,-79.4667,322.0,OAK_RIDGES,CA
CA006155744,43.4167,-79.6833,84.0,OAKVILLE,CA
CA006155750,43.5167,-79.6833,168.0,OAKVILLE_TWN,CA
CA006155788,43.9167,-80.05,405.0,ORANGEVILLE,CA
CA006155790,43.9167,-80.0833,412.0,ORANGEVILLE_MOE,CA
CA006155854,43.9667,-78.6167,148.0,ORONO,CA
CA006155876,43.9,-78.8667,113.0,OSHAWA,CA
CA006155877,43.9333,-78.8667,143.0,OSHAWA_FIRE_HALL_3,CA
CA006155878,43.8667,-78.8333,84.0,OSHAWA_WPCP,CA
CA006155PD4,43.4333,-79.7,92.0,OAKVILLE_GERARD,CA
CA006156515,43.9,-79.05,110.0,PICKERING_AUDLEY,CA
CA006156533,44.0167,-77.1333,76.0,PICTON,CA
CA006156559,43.8333,-77.15,79.0,POINT_PETRE_AUT,CA
CA006156670,43.95,-78.2833,81.0,PORT_HOPE,CA
CA006156682,44.15,-78.9667,253.0,PORT_PERRY_NONQUON,CA
CA006157012,43.8833,-79.45,240.0,RICHMOND_HILL,CA
CA006157014,43.8667,-79.4333,218.0,RICHMOND_HILL_WPCP,CA
CA006157831,44.0833,-77.6667,119.0,SMITHFIELD_CDA,CA
CA006158050,44.3167,-77.6333,139.0,STIRLING,CA
CA006158065,43.2167,-79.75,89.0,STONEY_CREEK,CA
CA006158084,43.9667,-79.25,267.0,STOUFFVILLE_WPCP,CA
CA006158350,43.6667,-79.4,113.0,TORONTO,CA
CA006158355,43.6667,-79.4,113.0,TORONTO_CITY,CA
CA006158363,43.7833,-79.2667,180.0,TORONTO_AGINCOURT,CA
CA006158384,43.75,-79.2667,168.0,TORONTO_BEACON_ROAD,CA
CA006158443,43.75,-79.4833,198.0,TORONTO_DOWNSVIEW_A,CA
CA006158520,43.7667,-79.2667,164.0,TORONTO_ELLESMERE,CA
CA006158660,43.6167,-79.4,78.0,TORONTO_ISLAND,CA
CA006158665,43.6333,-79.4,77.0,TORONTO_ISLAND_A,CA
CA006158691,43.65,-79.55,133.0,TORONTO_ISLINGTON,CA
CA006158733,43.6833,-79.6333,173.0,TORONTO_LESTER_B_PEARSON_INT,CA
CA006158738,43.8,-79.2333,160.0,TORONTO_MALVERN,CA
CA006158740,43.8,-79.55,194.0,TORONTO_MET_RES_STN,CA
CA006158741,43.8167,-79.1833,143.0,TORONTO_METRO_ZOO,CA
CA006158762,43.6833,-79.45,168.0,TORONTO_NORTHCLIFFE,CA
CA006158846,43.7333,-79.4333,191.0,TORONTO_WILSON_HEIGHTS,CA
CA006158875,44.1167,-77.5333,86.0,TRENTON_A,CA
CA006158888,44.1167,-77.5667,76.0,TRENTON_MOE,CA
CA006159010,44.5,-77.2833,145.0,TWEED,CA
CA006159048,44.0167,-78.7333,206.0,TYRONE,CA
CA006159122,44.0833,-79.1333,270.0,UXBRIDGE,CA
CA006159123,44.1,-79.1667,325.0,UXBRIDGE_WEST,CA
CA006159124,44.1167,-79.1,270.0,UXBRIDGE_2,CA
CA006159127,43.3833,-80.1333,282.0,VALENS,CA
CA006159459,43.7333,-79.2833,169.0,WEXFORD,CA
CA006159575,43.7833,-79.6,164.0,WOODBRIDGE,CA
CA006159651,44.2,-77.7167,123.0,WOOLER,CA
CA00615EMR7,44.05,-77.3,108.0,MOUNTAINVIEW,CA
CA00615HMAK,43.8667,-79.3667,198.0,TORONTO_BUTTONVILLE_A,CA
CA00615N745,43.4833,-79.6333,87.0,OAKVILLE_SOUTHEAST_WPCP,CA
CA00615NNPL,44.2333,-76.9667,80.0,NAPANEE,CA
CA00615S001,43.7833,-79.4667,187.0,TORONTO_NORTH_YORK,CA
CA006160297,44.7667,-78.0833,274.0,APSLEY,CA
CA006160465,45.05,-77.85,327.0,BANCROFT,CA
CA006163156,45.0,-78.5833,320.0,HALIBURTON_A,CA
CA006163171,45.0333,-78.5333,330.0,HALIBURTON_3,CA
CA006164198,44.75,-78.6333,280.0,KINMOUNT,CA
CA006164297,44.4667,-78.2333,236.0,LAKEFIELD,CA
CA006164430,44.35,-78.75,267.0,LINDSAY,CA
CA006164432,44.35,-78.7333,252.0,LINDSAY_FILTRATION_PLANT,CA
CA006164433,44.3333,-78.7333,262.0,LINDSAY_FROST,CA
CA006164615,44.4833,-78.95,274.0,LORNEVILLE,CA
CA006165195,44.9333,-78.7167,274.0,MINDEN,CA
CA006165716,44.3833,-77.9667,213.0,NORWOOD,CA
CA006166416,44.2833,-78.3167,194.0,PETERBOROUGH,CA
CA006166418,44.2333,-78.3667,191.0,PETERBOROUGH_A,CA
CA006166428,44.3167,-78.4,244.0,PETERBOROUGH_DOBBIN_TS,CA
CA006166450,44.2833,-78.3167,192.0,PETERBOROUGH_STP,CA
CA006166452,44.2333,-78.3167,655.0,PETERBOROUGH_TORRANCE,CA
CA006166455,44.3667,-78.3,198.0,PETERBOROUGH_TRENT_U,CA
CA006166456,44.35,-78.3,216.0,PETERBOROUGH_TRENT_U,CA
CA006166800,44.6,-77.4167,195.0,QUEENSBORO,CA
CA006169453,45.1,-78.6833,328.0,WEST_GUILFORD,CA
CA006169647,44.4,-78.9833,284.0,WOODVILLE,CA
CA00616I001,45.0667,-77.8833,331.0,BANCROFT_AUTO,CA
CA007010478,47.1667,-71.25,597.0,BARRIERE_STONEHAM,CA
CA007010565,46.8333,-71.2,10.0,BEAUPORT,CA
CA007010720,46.05,-73.1833,12.0,BERTHIERVILLE,CA
CA007011045,46.3667,-72.5333,17.0,CAP_DE_LA_MADELEINE,CA
CA007011170,46.7667,-71.3,12.0,CAP_ROUGE,CA
CA007011308,46.9,-71.3,152.0,CHARLESBOURG_JAR_ZOO,CA
CA007011309,46.8667,-71.2667,114.0,CHARLESBOURG_PARC_ORLEAN,CA
CA007011600,46.8667,-71.8667,152.0,CHUTE_PANET,CA
CA007011947,45.3167,-74.1667,49.0,COTEAU_DU_LAC,CA
CA007011982,46.6667,-71.9167,15.0,DESCHAMBAULT,CA
CA007011983,46.6833,-71.9667,61.0,DESCHAMBAULT,CA
CA007012070,46.6667,-71.75,11.0,DONNACONA,CA
CA007012071,46.6833,-71.7333,46.0,DONNACONA_2,CA
CA007012232,46.8167,-71.3,15.0,DUBERGER,CA
CA007012240,46.8667,-71.65,166.0,DUCHESNAY,CA
CA007013100,46.6667,-72.6,145.0,HEROUXVILLE,CA
CA007013102,46.85,-72.4667,177.0,HERVEY_JONCTION,CA
CA007013360,46.0333,-73.4333,59.0,JOLIETTE,CA
CA007013362,46.0167,-73.4333,56.0,JOLIETTE_VILLE,CA
CA007014160,45.8167,-73.4333,21.0,L'ASSOMPTION,CA
CA007014260,45.9333,-73.3167,31.0,LAVALTRIE_CDA,CA
CA007014290,45.3,-74.05,47.0,LES_CEDRES,CA
CA007014332,46.2667,-73.0167,45.0,LOUISEVILLE,CA
CA007014629,45.75,-73.6,15.0,MASCOUCHE,CA
CA007015665,46.2333,-74.05,366.0,NOTRE_DAME_DE_LA_MERCI,CA
CA007015730,45.5,-74.0667,91.0,OKA,CA
CA007015791,47.5667,-71.2333,791.0,L'ETAPE,CA
CA007016280,46.8,-71.2167,90.0,QUEBEC,CA
CA007016294,46.8,-71.3833,74.0,QUEBEC_JEAN_LESAGE_INTL_A,CA
CA007016470,45.5,-74.3667,46.0,RIGAUD,CA
CA007016560,47.0,-72.1667,221.0,RIVIERE_A_PIERRE,CA
CA007016675,46.9833,-71.8333,213.0,RIVIERE_VERTE_OUEST,CA
CA007016800,46.7167,-72.0833,76.0,ST_ALBAN,CA
CA007016816,46.5333,-73.15,183.0,ST_ALEXIS_DES_MONTS,CA
CA007016840,46.5833,-72.2333,16.0,STE_ANNE_DE_LA_PERADE,CA
CA007016900,46.7333,-71.5,58.0,ST_AUGUSTIN,CA
CA007016902,46.2,-73.6,198.0,STE_BEATRIX,CA
CA007016906,45.5667,-74.05,53.0,ST_BENOIT,CA
CA007016932,46.85,-71.6167,152.0,STE_CATHERINE,CA
CA007016960,46.35,-73.35,168.0,ST_CHARLES_DE_MANDEVILLE,CA
CA007017000,46.8167,-71.9167,152.0,STE_CHRISTINE,CA
CA007017032,45.3833,-74.25,61.0,ST_CLET_NORD,CA
CA007017080,46.2833,-73.75,244.0,ST_COME,CA
CA007017100,46.3167,-74.2,389.0,ST_DONAT,CA
CA007017270,46.3,-73.3833,198.0,ST_GABRIEL_DE_BRANDON,CA
CA007017380,45.95,-73.5833,69.0,ST_JACQUES,CA
CA007017386,45.7333,-73.8833,61.0,ST_JANVIER,CA
CA007017422,46.9167,-72.6833,122.0,ST_JOSEPH_DE_MEKINAC,CA
CA007017435,46.2667,-73.1,46.0,ST_JUSTIN,CA
CA007017445,45.4,-74.2,99.0,ST_LAZARE,CA
CA007017480,45.85,-73.75,64.0,ST_LIN_DES_LAURENTIDES,CA
CA007017555,46.5833,-72.9333,168.0,ST_MATHIEU,CA
CA007017585,46.5333,-72.4333,46.0,ST_NARCISSE,CA
CA007017640,46.4167,-73.0167,167.0,ST_PAULIN,CA
CA007017657,45.55,-74.2,40.0,ST_PLACIDE,CA
CA007017755,45.65,-73.8833,61.0,STE_THERESE_OUEST,CA
CA007017760,46.7333,-72.5667,142.0,ST_TITE,CA
CA007017786,46.6167,-73.8667,442.0,ST_ZENON,CA
CA007017B65,46.75,-71.2833,46.0,STE_FOY_MATAPEDIA,CA
CA007017BFN,46.7833,-71.3167,79.0,STE_FOY_PIE_XII,CA
