locationid,latitude,longitude,stnelev,station,countryid
SFXLT374194,-29.13,19.37,989.0,POFADDER_NORTHERN_CA,SF
SFXLT399580,-27.97,29.07,1770.0,WARDENHERITAGE_FR,SF
SFXLT405225,-26.95,24.63,1250.0,ARMOEDSVLAKTEAGR,SF
SFXLT408286,-33.9,18.5,12.0,CAPETOWN,SF
SFXLT429217,-29.7,31.05,91.0,MOUNT_EDGECOMBE_KWAZ,SF
SFXLT431768,-33.43,19.82,967.0,MATROOSBERGHELPME,SF
SFXLT431924,-26.68,27.92,1440.0,VEREENIGINGRWB_GA,SF
SFXLT451371,-27.35,30.15,1795.0,WAKKERSTROOM_MPUMALA,SF
SFXLT457325,-32.2,18.87,152.0,CLANWILLIAM_DAM_WEST,SF
SFXLT457875,-25.75,29.67,1661.0,GEMSBOKFONTEINBOS,SF
SFXLT464423,-24.37,31.03,513.0,HOEDSPRUITBRANDWE,SF
SFXLT466851,-27.27,28.5,1502.0,FRANKFORT_FREE_STATE,SF
SFXLT472071,-24.73,30.78,1158.0,VAALHOEK_MPUMALANGA,SF
SFXLT476842,-30.68,26.72,1310.0,ALIWAL_NORTHTNK_E,SF
SFXLT476918,-25.75,28.27,1372.0,PRETORIA_UNIV_PROEFP,SF
SFXLT481920,-26.3,27.8,1578.0,ZUURBEKOM_GAUTENG,SF
SFXLT491091,-29.12,24.6,1140.0,RIETRIVIERAGR_NOR,SF
SFXLT503818,-25.83,23.53,1182.0,POMFRET_NORTHWEST_PR,SF
SFXLT504644,-25.43,30.98,671.0,NELSPRUITFRIEDENH,SF
SFXLT514926,-29.67,22.73,947.0,PRIESKA_NORTHERN_CAP,SF
SFXLT527390,-26.35,28.07,1514.0,ZWARTKOPJES_GAUTENG,SF
SFXLT543900,-33.53,27.1,73.0,GREAT_FISH_POINTV,SF
SFXLT550927,-33.98,18.43,89.0,KIRSTENBOSCH_WESTERN,SF
SFXLT560220,-28.95,26.33,1304.0,GLEN_COLLEGEAGR_F,SF
SFXLT571890,-25.33,27.17,1043.0,PILANESBERG_NORTHWES,SF
SFXLT578880,-28.2,24.07,1341.0,KOOPMANSFONTEIN_II_N,SF
SFXLT590421,-28.17,28.72,1645.0,RIETKUIL_FREE_STATE,SF
SFXLT591012,-34.0,22.4,221.0,GEORGESAFRGEOR,SF
SFXLT604257,-26.92,32.32,122.0,NDUMU_WILDTUIN_KWAZU,SF
SFXLT610930,-28.78,32.02,7.0,RICHARDS_BAY_KWAZULU,SF
SFXLT612168,-27.73,29.92,1235.0,NEWCASTLE_KWAZULU_NA,SF
SFXLT624673,-23.82,30.17,749.0,PUSELLAGSH_NORTHE,SF
SFXLT626761,-27.98,26.13,1249.0,PLESSISDRAAI_FREE_ST,SF
SFXLT626858,-23.77,30.07,893.0,TZANEENGRENSHOEK,SF
SFXLT632897,-26.5,29.18,1628.0,SECUNDA_MPUMALANGA,SF
SFXLT633839,-25.4,29.37,1009.0,LOSKOPDAMIRR_MPUM,SF
SFXLT644172,-25.93,28.37,1524.0,THERONPROEFPLAAS,SF
SFXLT647973,-23.15,28.22,946.0,MARNITZ_NORTHERN_PRO,SF
SFXLT652947,-25.42,20.6,1000.0,GEMSBOKPARKNOSSOB,SF
SFXLT658717,-33.93,18.48,12.0,CAPE_TOWN_ASTRON_OBS,SF
SFXLT669300,-27.4,26.5,1280.0,BOTHAVILLEBALKFON,SF
SFXLT682091,-24.9,28.33,1143.0,WARMBAD_TOWOOMBA_NOR,SF
SFXLT684696,-25.48,26.7,1175.0,LINDLEYSPOORT_NORTHW,SF
SFXLT687741,-22.92,30.4,762.0,MUKUMBANI_TEAVEND,SF
SFXLT689885,-26.15,28.68,1571.0,DELMAS_WITKLIP_MPUMA,SF
SFXLT693250,-29.77,25.32,1363.0,FAURESMITH_FREE_STAT,SF
SFXLT695565,-28.68,28.95,1392.0,ROYAL_NATAL_NATIONAL,SF
SFXLT697905,-26.62,26.1,1473.0,DOORNLAAGTE_NORTHWES,SF
SFXLT698205,-29.9,26.87,1420.0,WEPENER_FREE_STATE,SF
SFXLT704271,-26.52,29.97,1694.0,NOOITGEDACHTAGR_M,SF
SFXLT704433,-28.55,29.75,1034.0,LADYSMITHMUN_KWAZ,SF
SFXLT714149,-30.62,25.5,1212.0,PHILIPPOLISGARIEP,SF
SFXLT721701,-29.05,22.22,891.0,BOEGOEBERGDAMIRR,SF
SFXLT727437,-25.05,30.88,915.0,D_R_DE_WETBOS_MPU,SF
SFXLT737677,-23.08,30.28,706.0,LEVUBU_NORTHERN_PROV,SF
SFXLT749174,-32.87,27.4,400.0,KING_WILLIAMS_TOWN,SF
SFXLT753442,-24.4,31.77,275.0,SATARA_MPUMALANGA,SF
SFXLT758532,-30.97,22.0,1280.0,CARNARVONAGR_NORT,SF
SFXLT775413,-31.82,27.73,990.0,NCORA_FLATS_EASTERN,SF
SFXLT779709,-28.5667,16.5333,21.0,ALEXANDER_BAY,SF
SFXLT781146,-25.8,27.92,1280.0,PELINDABA_NORTHWEST,SF
SFXLT791121,-29.85,29.33,1643.0,WATERFORD_KWAZULU_NA,SF
SFXLT799779,-26.2,28.05,1753.0,JOHANNESBURGJOUBE,SF
SFXLT804934,-27.95,24.83,1175.0,VAALHARTSAGR_NORT,SF
SFXLT810327,-28.18,32.41,18.0,ST_LUCIA_LAKE_RESEAR,SF
SFXLT816802,-25.78,31.02,772.0,BARBERTONAGR_MPUM,SF
SFXLT818365,-26.88,22.05,938.0,VAN_ZYLSRUS_NORTHERN,SF
SFXLT819181,-25.18,29.33,953.0,OUDESTAD_MPUMALANGA,SF
SFXLT820164,-33.77,24.82,85.0,PATENSIE_EASTERN_CAP,SF
SFXLT821947,-27.23,30.9,1040.0,PIET_RETIEF_COMMONDA,SF
SFXLT824528,-25.82,20.02,1000.0,GEMSBOKPARKMATA_M,SF
SFXLT826711,-33.57,25.7,85.0,ADDOAGR_EASTERN_C,SF
SFXLT833903,-26.13,27.88,1656.0,ROODEPOORT_GAUTENG,SF
SFXLT844379,-32.97,18.17,31.0,LANGEBAANWEG_WO_WEST,SF
SFXLT846429,-31.67,18.48,35.0,VREDENDAL_WESTERN_CA,SF
SFXLT851318,-31.53,28.67,743.0,UMTATA_WO_EASTERN_CA,SF
SFXLT858294,-28.98,29.23,1870.0,CATHEDRAL_PEAKBOS,SF
SFXLT860432,-22.68,31.02,462.0,PUNDA_MARIA_NORTHERN,SF
SFXLT862933,-27.78,22.98,1204.0,SISHEN_NORTHERN_CAPE,SF
SFXLT869188,-26.33,27.38,1500.0,CARLETONVILLE_GAUTEN,SF
SFXLT870436,-34.18,22.15,60.0,CAPE_ST_BLAIZE_WESTE,SF
SFXLT873054,-23.98,31.12,398.0,PHALABORWA_NORTHERN,SF
SFXLT883668,-32.58,27.57,710.0,STUTTERHEIM_AMATOLAD,SF
SFXLT887957,-24.62,27.4,1026.0,THABAZIMBI_NORTHERN,SF
SFXLT894410,-28.3,31.85,152.0,MPILA_KWAZULU_NATAL,SF
SFXLT910381,-31.08,25.72,1582.0,PLATOKAMPIRR_EAST,SF
SFXLT911070,-32.9,27.28,596.0,BISHO_EASTERN_CAPE,SF
SFXLT913498,-34.08,18.82,8.0,SOMERSET_WEST_WESTER,SF
SFXLT914846,-29.15,31.38,60.0,MANDINI_KWAZULU_NATA,SF
SFXLT917556,-24.27,27.35,1005.0,SENTRUM_YSTERPAN_NOR,SF
SFXLT918295,-32.82,18.71,755.0,HELDERVUE_WESTERN_CA,SF
SFXLT920281,-31.0,26.33,1481.0,BURGERSDORPMUN_EA,SF
SFXLT925601,-31.5,26.95,1485.0,WILLOW_PARK_EASTERN,SF
SFXLT940061,-32.38,20.67,1459.0,SUTHERLAND_NORTHERN,SF
SFXLT944380,-24.88,29.37,853.0,ROOIBOKKOPVIS_MPU,SF
SFXLT951542,-29.78,26.9,1460.0,KNELLPOORTDAM_FREE_S,SF
SFXLT953126,-34.03,23.9,7.0,TSITSIKAMMA_EASTERN,SF
SFXLT954455,-29.73,27.03,1400.0,WEPENER,SF
SFXLT978339,-28.6,20.35,626.0,AUGRABIESWATERVAL_NO,SF
SFXLT978592,-30.88,27.23,1780.0,LADY_GREYIDEAL_EA,SF
SFXLT982424,-25.5,26.35,1078.0,MARICO_NORTHWEST_PRO,SF
SG000001627,15.38,-15.15,21.0,LINGUERE,SG
SG00000O067,14.8,-17.07,71.0,THIES,SG
SG00000O077,14.67,-17.43,40.0,DAKAR_OUAKAM,SG
SG000061612,16.633,-14.917,7.0,PODOR,SG
SG000061641,14.733,-17.5,24.0,DAKAR_YOFF,SG
SG000061687,13.767,-13.683,50.0,TAMBACOUNDA,SG
SGM00061600,16.051,-16.463,2.7,SAINT_LOUIS,SG
SGM00061630,15.65,-13.25,17.0,MATAM_OURO_SOGUI,SG
SGM00061666,14.65,-16.233,9.0,DIOURBEL,SG
SGM00061679,14.147,-16.051,7.9,KAOLACK,SG
SGM00061695,12.556,-16.282,22.9,ZIGUINCHOR,SG
SGM00061697,12.41,-16.746,15.8,CAP_SKIRING,SG
SGM00061698,12.883,-14.967,10.0,KOLDA,SG
SGM00061699,12.572,-12.22,178.0,KEDOUGOU,SG
SGXLT442494,15.6167,-13.25,9999.0,MATAM,SG
SHM00061901,-15.933,-5.667,436.0,ST_HELENA_IS,SH
SHM00061902,-7.967,-14.4,79.0,WIDE_AWAKE_FIELD_A,SH
SHM00068906,-40.35,-9.883,54.0,GOUGH_ISLAND,SH
SHXLT316606,-7.9,-14.4,6.0,ASCENSION_IS,SH
SHXLT578874,-37.05,-12.32,9999.0,TRISTAN_DA_CUNHAW,SH
SIE00003300,45.6,14.5,756.0,BABNO_POLJE,SI
SIE00003306,46.3,14.4,485.0,PREDDVOR,SI
SIE00003307,46.5,15.8,240.0,STARSE,SI
SIE00003308,46.3,13.8,1535.0,VOGEL,SI
SIE00003309,46.0,15.7,179.0,BIZELJSKO,SI
SIE00003310,45.8,13.8,320.0,GODNJE,SI
SIE00003314,46.6,15.7,280.0,POLICKI_VRH,SI
SIE00003315,46.0,14.9,545.0,SEVNO,SI
SIE00003318,46.3,13.9,595.0,BOHINJSKA_CESNJICA,SI
SIE00003320,46.3,14.5,1740.0,KRVAVEC,SI
SIE00003321,46.0,15.2,400.0,MALKOVEC,SI
SIE00003324,46.3,15.4,330.0,SLOVENSKE_KONJICE,SI
SIE00105938,46.3792,13.8539,2514.0,KREDARICA,SI
SIE00114856,45.6,15.2,157.0,CRNOMELJ_DOBLICE,SI
SIE00114956,45.6,14.9,467.0,KOCEVJE,SI
SIE00114966,46.4,14.2,515.0,LESCE,SI
SIE00115006,46.1,14.4,660.0,TOPOL_PRI_MEDVODAH,SI
SIE00115016,46.0,13.9,1067.0,VOJSKO,SI
SIE00115066,45.8,14.5,722.0,NOVA_VAS_NA_BLOKAH,SI
SIE00115076,45.8,14.2,533.0,POSTOJNA,SI
SIE00115096,46.8,16.3,308.0,VELIKI_DOLENCI,SI
SIE00115106,45.9,13.6,55.0,BILJE,SI
SIE00115126,45.8,15.2,220.0,NOVO_MESTO,SI
SIE00115136,46.5,15.1,444.0,SMARTNO_PRI_SLOVENJ_GRADCU,SI
SIE00115146,46.2,14.5,364.0,BRNIK_LETALISCE,SI
SIE00115156,46.5,15.7,264.0,MARIBOR_LETALISCE,SI
SIE00115166,45.5,13.6,2.0,PORTOROZ_LETALISCE,SI
SIE00115186,46.1,15.3,943.0,LISCA,SI
SIE00115196,46.7,16.2,188.0,MURSKA_SOBOTA_RAKICAN,SI
SIE00115206,46.5,13.7,864.0,RATECE_PLANICA,SI
SIM00014015,46.0656,14.5169,299.0,LJUBLJANA_BEZIGRAD,SI
SIXLT151140,46.22,14.48,384.0,LJUBLJANA_BRN,SI
SIXLT800891,45.95,13.65,113.0,NOVA_GORICA,SI
SL000061856,8.617,-13.2,27.0,LUNGI,SL
SLM00061866,7.53,-12.5,8.0,BONTHE,SL
SLM00061886,9.58,-11.55,464.0,KABALA,SL
SLM00061891,7.9833,-10.85,185.0,DARU,SL
SLXLT155404,9.07,-12.43,9999.0,BATKANU,SL
SLXLT353111,8.48,-13.22,68.0,FREETOWN,SL
SLXLT733548,7.95,-11.77,9999.0,BO,SL
SLXLT942274,8.1,-12.1,56.0,NJALA,SL
SNM00048698,1.35,103.994,6.7,SINGAPORE_CHANGI_INTL,SN
SNXLT435183,1.28,103.85,3.0,KAMPONG_KERBAU,SN
SNXLT535234,1.37,103.92,32.0,PAYA_LEBAR_AIRPORT,SN
SNXLT983389,1.3,103.9,18.0,SINGAPORE,SN
SOM00063210,11.28,49.18,2.0,BOSASO,SO
SOM00063225,9.52,49.08,812.0,GARDO,SO
SOM00063230,6.85,47.27,302.0,GALCAYO,SO
SOM00063270,-0.4,42.4,10.0,KISMAYUSOMAKISM,SO
SOXLT216306,9.92,45.25,1463.0,SHEIKH,SO
SOXLT218090,3.13,43.66,480.0,ISCIA_BAIDOA,SO
SOXLT224873,10.37,45.03,9.0,BERBERA,SO
SOXLT279418,-0.38,42.56,8.0,CHISIMAIO,SO
SOXLT434610,3.75,42.58,193.0,LUGH_FERRANDI,SO
SOXLT513445,2.77,45.51,108.0,VILLABRUZZI,SO
SOXLT562879,9.48,44.08,1334.0,HARGEISA,SO
SOXLT608429,2.35,42.28,70.0,BARDERA,SO
SOXLT681443,9.5,45.58,1051.0,BURAO,SO
SOXLT741022,5.35,48.53,12.0,OBBIA,SO
SOXLT777347,2.36,45.39,95.0,BALAD,SO
SOXLT943589,4.73,45.2,172.0,BELET_UEN,SO
SOXLT998154,1.11,44.03,6.0,BRAVA,SO
SP000003195,40.4117,-3.6781,667.0,MADRIDRETIRO,SP
SP000004452,38.8831,-6.8292,185.0,BADAJOZ_TALAVERA_LA_REAL,SP
SP000006155,36.6667,-4.4881,7.0,MALAGA_AEROPUERTO,SP
SP000007038,37.9769,-0.7106,1.0,TORREVIEJA,SP
SP000008027,43.3075,-2.0392,251.0,SAN_SEBASTIANIGUELDO,SP
SP000008181,41.2928,2.0697,4.0,BARCELONA_AEROPUERTO,SP
SP000008202,40.9592,-5.4981,790.0,SALAMANCA_AEROPUERTO,SP
SP000008215,40.7806,-4.0103,1894.0,NAVACERRADA,SP
SP000008280,38.9519,-1.8631,704.0,ALBACETE_LOS_LLANOS,SP
SP000008410,37.8442,-4.8458,90.0,CORDOBA_AEROPUERTO,SP
SP000008416,39.4806,-0.3664,11.0,VALENCIA,SP
SP000009434,41.6617,-1.0081,247.0,ZARAGOZA_AEROPUERTO,SP
SP000009981,40.8206,0.4914,44.0,TORTOSAOBSERVATORIO_DEL_EBR,SP
SP000060010,28.3089,-16.4992,2371.0,IZANA,SP
SP000060040,28.9517,-13.6003,14.0,LANZAROTE_AEROPUERTO,SP
SP000060338,35.2778,-2.9553,47.0,MELILLA,SP
SPE00001390,42.63,-6.07,978.0,VILLAMECA,SP
SPE00001391,39.17,-6.22,488.0,ALCUESCAR,SP
SPE00001403,41.77,2.43,1706.0,MONTSENY_TURO_DE_L,SP
SPE00001407,42.52,-0.35,790.0,SABINANIGO,SP
SPE00001408,38.7,-3.77,645.0,CALZADA_CALATRAVA,SP
SPE00101035,38.2828,-0.5706,43.0,ALICANTE_EL_ALTET,SP
SPE00101043,38.3725,-0.4942,81.0,ALICANTE,SP
SPE00119711,43.3669,-8.4192,58.0,A_CORUNA,SP
SPE00119720,43.3067,-8.3719,98.0,A_CORUNA_ALVEDRO,SP
SPE00119729,42.8878,-8.4106,370.0,SANTIAGO_DE_COMPOSTELA_LABACOL,SP
SPE00119738,42.8506,-2.6544,521.0,VITORIA_AERODROMO,SP
SPE00119747,42.8717,-2.7331,513.0,VITORIA_FORONDA,SP
SPE00119756,39.0067,-1.8606,674.0,ALBACETE_OBS,SP
SPE00119774,36.8331,-2.4544,7.0,ALMERIA,SP
SPE00119783,36.8464,-2.3567,21.0,ALMERIA_AEROPUERTO,SP
SPE00119792,43.5667,-6.0442,127.0,ASTURIAS_AVILES,SP
SPE00119801,43.5381,-5.6417,22.0,GIJON_LA_MERCED,SP
SPE00119819,43.5606,-5.6983,5.0,GIJON_MUSEL,SP
SPE00119828,43.3542,-5.8728,336.0,OVIEDO,SP
SPE00119837,40.6592,-4.68,1130.0,AVILA,SP
SPE00119846,40.6556,-4.6992,1143.0,AVILA_AYUNTAMIENTO,SP
SPE00119855,38.8764,1.3842,6.0,IBIZA_ESCODOLA,SP
SPE00119864,39.8544,4.2156,91.0,MENORCA_MAO,SP
SPE00119873,39.5556,2.6264,3.0,PALMA_DE_MALLORCA_CMT,SP
SPE00119882,39.5606,2.7367,8.0,PALMA_DE_MALLORCASON_SAN_JU,SP
SPE00119891,41.4192,2.1253,412.0,BARCELONA,SP
SPE00119909,42.3558,-3.6325,890.0,BURGOS_VILLAFRIA,SP
SPE00119918,39.4719,-6.3392,405.0,CACERES,SP
SPE00119927,39.4831,-6.3667,459.0,CACERES_CIUDAD,SP
SPE00119936,36.5008,-6.2567,1.0,CADIZ,SP
SPE00119945,36.7506,-6.0556,27.0,JEREZ_DE_LA_FRONTERA,SP
SPE00119954,36.6389,-6.3317,21.0,ROTA,SP
SPE00119963,36.0153,-5.5975,32.0,TARIFA,SP
SPE00119972,43.4644,-3.8189,64.0,SANTANDER_CENTRO,SP
SPE00119981,43.4917,-3.7994,52.0,SANTANDER_CMT,SP
SPE00119990,43.4292,-3.8314,5.0,SANTANDER_PARAYAS,SP
SPE00119999,39.95,-0.0714,35.0,CASTELLON,SP
SPE00120008,39.9892,-0.0406,25.0,CASTELLON_DE_LA_PLANA,SP
SPE00120017,35.89,-5.3456,87.0,CEUTA,SP
SPE00120026,35.8919,-5.2892,200.0,CEUTA_MONTE_HACHO,SP
SPE00120035,38.9892,-3.9194,628.0,CIUDAD_REAL,SP
SPE00120044,38.9892,-3.9283,627.0,CIUDAD_REAL_INSTITUTO,SP
SPE00120062,40.0667,-2.1381,945.0,CUENCA,SP
SPE00120071,41.9858,2.8242,95.0,GIRONA_ANTIC_INSTITUT,SP
SPE00120080,41.9117,2.7631,143.0,GIRONA_COSTA_BRAVA,SP
SPE00120089,37.1894,-3.7892,567.0,GRANADA_AEROPUERTO,SP
SPE00120098,37.1367,-3.6314,687.0,GRANADA,SP
SPE00120107,40.6608,-3.1742,639.0,GUADALAJARA,SP
SPE00120116,40.6344,-3.1642,685.0,GUADALAJARA_INSTITUTO,SP
SPE00120125,40.8442,-1.8853,1056.0,MOLINA_DE_ARAGON,SP
SPE00120134,43.3606,-1.7869,4.0,SAN_SEBASTIAN_FUENTERRABIA,SP
SPE00120143,37.28,-6.9094,19.0,HUELVA_RONDA_DEL_ESTE,SP
SPE00120152,37.2594,-6.9492,17.0,HUELVA,SP
SPE00120161,42.0831,-0.3264,541.0,HUESCA,SP
SPE00120170,37.7778,-3.8075,582.0,JAEN,SP
SPE00120179,37.7778,-3.7881,510.0,JAEN_INSTITUTO,SP
SPE00120188,42.4519,-2.3308,353.0,LOGRONO_AGONCILLO,SP
SPE00120197,28.4444,-13.8631,25.0,FUERTEVENTURA_AEROPUERTO,SP
SPE00120215,27.9225,-15.3892,24.0,LAS_PALMAS_DE_GRAN_CANARIA_GAN,SP
SPE00120224,42.5889,-5.6492,916.0,LEON_VIRGEN_DEL_CAMINO,SP
SPE00120233,42.5639,-6.6,534.0,PONFERRADA,SP
SPE00120242,41.6256,0.595,192.0,LLEIDA,SP
SPE00120251,41.6203,0.6183,199.0,LLEIDA_OBSERVATORIO,SP
SPE00120260,43.1153,-7.4558,445.0,LUGO_ROZAS,SP
SPE00120269,40.6983,-3.7642,1004.0,COLMENAR_VIEJO_FAMET,SP
SPE00120278,40.4667,-3.5556,609.0,MADRID_BARAJAS,SP
SPE00120287,40.3778,-3.7892,687.0,MADRID_CUATROVIENTOS,SP
SPE00120296,40.3,-3.7225,617.0,MADRID_GETAFE,SP
SPE00120305,40.4831,-3.4503,611.0,MADRID_TORREJON,SP
SPE00120323,38.0028,-1.1692,61.0,MURCIA,SP
SPE00120332,37.9578,-1.2294,85.0,MURCIA_ALCANTARILLA,SP
SPE00120341,37.7889,-0.8031,4.0,MURCIA_SAN_JAVIER,SP
SPE00120350,42.8175,-1.6364,442.0,PAMPLONA_OBSERVATORIO,SP
SPE00120359,42.7767,-1.65,459.0,PAMPLONA,SP
SPE00120368,42.3278,-7.8603,143.0,OURENSE,SP
SPE00120377,42.3331,-7.8631,148.0,OURENSE_INSTITUTO,SP
SPE00120386,42.0081,-4.5353,750.0,PALENCIA_OBSERVATORIO,SP
SPE00120395,42.44,-8.6164,108.0,PONTEVEDRA,SP
SPE00120404,42.4306,-8.6494,19.0,PONTEVEDRA_INSTITUTO,SP
SPE00120413,42.2392,-8.6239,261.0,VIGO_PEINADOR,SP
SPE00120422,40.9564,-5.6614,775.0,SALAMANCA_OBS,SP
SPE00120431,27.8189,-17.8889,32.0,HIERRO_AEROPUERTO,SP
SPE00120449,28.6331,-17.755,33.0,LA_PALMA_AEROPUERTO,SP
SPE00120458,28.4631,-16.2553,35.0,STA_CRUZ_DE_TENERIFE,SP
SPE00120467,28.4775,-16.3292,632.0,TENERIFE_LOS_RODEOS,SP
SPE00120476,28.0475,-16.5606,64.0,TENERIFE_SUR,SP
SPE00120485,40.9478,-4.1269,1005.0,SEGOVIA,SP
SPE00120494,40.9478,-4.1153,990.0,SEGOVIA_MARIANO_QUINTANILLA,SP
SPE00120503,37.1581,-5.6156,87.0,MORON_DE_LA_FRONTERA,SP
SPE00120512,37.4167,-5.8792,34.0,SEVILLA_SAN_PABLO,SP
SPE00120521,41.775,-2.4831,1082.0,SORIA,SP
SPE00120530,41.1494,1.1789,71.0,REUS_AEROPUERTO,SP
SPE00120539,40.9258,-1.2931,890.0,CALAMOCHA,SP
SPE00120548,40.8653,-1.3044,932.0,CALAMOCHA_VOR,SP
SPE00120557,40.3494,-1.1167,900.0,TERUEL,SP
SPE00120566,39.8844,-4.0492,515.0,TOLEDO,SP
SPE00120575,39.8608,-4.0233,540.0,TOLEDO_LORENZANA,SP
SPE00120584,39.4867,-0.4731,69.0,VALENCIA_AEROPUERTO,SP
SPE00120593,41.65,-4.7667,735.0,VALLADOLID,SP
SPE00120602,41.7,-4.85,846.0,VALLADOLID_VILLANUBLA,SP
SPE00120611,43.2981,-2.9056,42.0,BILBAO_AEROPUERTO,SP
SPE00120620,41.5167,-5.7333,656.0,ZAMORA,SP
SPE00120629,41.1144,-1.4106,779.0,DAROCA,SP
SPM00008284,39.489,-0.482,68.6,VALENCIA,SP
SPM00008301,39.6,2.7,45.0,PALMA,SP
SPM00008359,38.367,-0.5,82.0,ALICANTE,SP
SPM00008360,38.282,-0.558,43.3,ALICANTE,SP
SPM00008420,37.133,-3.617,717.0,GRANADAARMILLA,SP
SPW00013024,37.1833,-5.6,91.1,MORON_DE_LA_FRONTERA,SP
SPW00013025,36.65,-6.35,27.1,ROTA_NAS,SP
SPW00014010,41.6667,-1.0333,263.0,ZARAGOZA,SP
SPW00014011,40.4833,-3.45,608.1,TORREJON,SP
SPXLT033010,42.8,-8.1,9999.0,SANTIAGO_COMPOSTELA,SP
SPXLT048849,43.3,-2.8,16.0,BILBAO,SP
SPXLT059938,37.37,-6.0,8.0,SEVILLA_TABLADA,SP
SPXLT246717,38.9,-7.0,195.0,BADAJOZ,SP
SPXLT292679,39.9,4.3,59.0,MAHON_SAN_LUIS,SP
SPXLT427612,36.3,-6.1,9999.0,SAN_FERNANDO,SP
SPXLT573095,43.2,-5.5,244.0,OVIEDO,SP
SPXLT690152,41.4,2.2,95.0,BARCELONA,SP
SPXLT723976,40.7,-3.7,0.0,MADRI_COLMENARSP,SP
SU000062600,21.82,31.35,190.0,WADI_HALFA,SU
SU000062640,19.533,33.317,312.0,ABU_HAMED,SU
SU000062641,19.583,37.217,42.0,PORT_SUDAN,SU
SU000062650,19.167,30.483,226.0,DONGOLA,SU
SU000062721,15.6,32.549,380.0,KHARTOUM,SU
SU000062730,15.467,36.4,500.0,KASSALA,SU
SU000062752,14.033,35.4,599.0,GEDAREF,SU
SU000062760,13.617,25.333,733.0,EL_FASHER,SU
SU000062762,13.55,33.617,418.0,SENNAR,SU
SU000062770,13.483,22.45,805.0,GENINA,SU
SU000062771,13.167,30.233,574.0,EL_OBEID,SU
SU000062781,12.7,28.433,564.0,EN_NAHUD,SU
SU000062790,12.05,24.883,643.0,NYALA,SU
SU000062840,9.55,31.65,388.0,MALKAL,SU
SU000062880,7.7,28.017,438.0,WAU,SU
SU000062941,4.867,31.6,457.0,JUBA,SU
SUM00062660,18.55,31.85,249.0,KARIMA,SU
SUM00062671,18.43,37.73,19.0,TOKAR,SU
SUM00062680,17.7,33.967,345.0,ATBARA,SU
SUM00062700,16.7,33.4333,360.0,SHENDI,SU
SUM00062722,15.83,36.15,431.0,AROMA,SU
SUM00062733,15.317,35.6,451.0,HALFA_EL_GAIDIDA,SU
SUM00062750,14.0,32.333,378.0,ED_DUEIM,SU
SUM00062751,14.4,33.483,408.0,WAD_MEDANI,SU
SUM00062772,13.167,32.667,381.0,KOSTI_RABAK,SU
SUM00062795,12.733,34.133,445.0,ABU_NA'AMA,SU
SUM00062801,11.75,32.783,282.0,RENK,SU
SUM00062803,11.867,31.05,885.0,RASHAD,SU
SUM00062805,11.786,34.337,482.2,DAMAZIN,SU
SUM00062809,11.333,27.817,453.0,BABANUSA,SU
SUM00062810,11.138,29.701,563.3,KADUGLI,SU
SUXLT024179,12.9,23.32,900.0,ZALINGEI,SU
SUXLT058073,13.2,30.2,574.0,EL_OBEIDSUDAEL_O,SU
SUXLT093326,7.7,28.0,439.0,WAU_SUDAN,SU
SUXLT141477,11.85,34.38,467.0,ROSEIRES,SU
SUXLT159601,9.3,31.63,391.0,DOLEIB_HILL,SU
SUXLT201794,19.0833,37.3333,32.0,SUAKIN,SU
SUXLT324006,13.5,22.5,805.0,GENEINASUDAGENE,SU
SUXLT359565,18.95,36.83,796.0,GEBEIT,SU
SUXLT364931,4.33,32.92,9999.0,TORIT,SU
SUXLT779539,13.15,33.95,436.0,SINGA,SU
SUXLT899519,12.5,34.0,450.0,TOZI_ABU_NAAMA_SUDAN,SU
SV000001008,78.25,15.4667,28.0,SVALBARD_AIRPORT,SV
SV000020026,80.167,36.75,9.0,VIKTORIYA_ISLAND,SV
SV000020107,78.1,14.3,49.0,BARENCBURG,SV
SW000002120,66.9597,17.73,314.0,KVIKKJOKK_ARRENJARKA,SW
SW000002127,65.0667,17.1664,325.0,STENSELE,SW
SW000002196,65.8269,24.1439,5.0,HAPARANDA,SW
SW000002288,63.595,20.7564,6.0,HOLMOGADD_A,SW
SW000002361,62.6331,17.9331,15.0,HARNOSAND,SW
SW000002410,60.6814,13.6994,308.0,MALUNG,SW
SW000002512,57.83,11.92,20.0,SAVE_SKALVISERED,SW
SW000002550,57.7514,14.0731,226.0,JONKOPINGS_FLYGPLATS,SW
SW000002590,57.6667,18.3331,42.0,VISBY,SW
SW000008525,58.4,15.5331,93.0,LINKOEPING,SW
SW000010537,60.6167,15.6167,160.0,FALUN,SW
SW000021280,65.0072,17.7083,280.0,GUNNARN,SW
SW000024180,59.35,13.4667,46.0,KARLSTAD,SW
SWE00000463,55.7,13.2,73.0,LUND,SW
SWE00001414,59.4442,19.5056,12.0,SVENSKA_HOGARNA,SW
SWE00003512,57.3039,11.9064,2.0,NIDINGEN_A,SW
SWE00003515,58.2506,17.0106,14.0,HARSTENA_A,SW
SWE00003523,61.7031,17.5247,8.0,KUGGOREN_A,SW
SWE00003531,63.1883,19.0203,11.0,SKAGSUDDE_A,SW
SWE00003535,64.4808,21.5792,40.0,BJUROKLUBB_A,SW
SWE00005266,57.25,12.1,10.0,RINGHALS,SW
SWE00005384,58.55,11.03,22.0,VADEROBOD,SW
